,op4trust,tr3cgmnz,tr3bcraz,qfnrincr,q4samesm,op7gdevo,q7wwhhx,q7jbmmcc,q7mgcc,q5gveqaa,opincdif,opnucpol,stalllf,nofutr,sfmhdprs,op5happz,opnbmtcn,wllive,mempltgp
251,2,3,3,2,4,6,1,6,1,1,4,2,3,4,4,5,2,2,2
272,4,3,2,2,2,6,1,7,2,1,1,2,3,1,5,4,2,3,2
274,3,3,3,2,2,6,7,6,1,3,4,2,2,4,3,2,2,2,2
287,2,3,2,2,4,6,7,4,1,1,2,2,4,4,5,2,2,2,2
305,3,4,2,2,4,6,6,6,1,4,4,2,3,4,4,1,4,2,2
309,3,3,3,2,4,5,5,6,2,1,4,2,2,3,4,1,4,3,2
320,2,3,3,2,2,6,7,7,4,1,5,2,3,4,3,4,3,2,2
322,2,3,2,1,4,6,6,6,2,1,4,2,3,2,4,2,3,2,2
333,2,3,3,2,2,5,6,6,2,1,6,2,3,3,3,1,4,1,2
348,2,3,2,2,3,5,4,4,2,1,4,2,3,4,5,1,2,1,2
351,2,3,2,2,2,7,6,5,3,1,1,2,3,3,4,1,2,1,2
369,2,3,2,1,4,5,5,4,1,1,1,2,2,4,3,1,2,2,2
378,2,3,3,1,3,6,6,1,1,1,4,2,3,2,4,1,1,1,2
382,3,3,2,2,2,5,6,4,2,1,6,3,3,3,3,2,2,2,2
392,2,3,3,2,4,6,1,4,1,1,2,2,2,4,3,4,1,1,2
398,3,3,3,2,4,2,1,7,5,2,1,2,5,4,4,2,4,3,2
402,2,3,2,2,2,5,7,6,1,1,4,2,1,3,5,1,2,1,2
414,3,3,2,2,2,5,7,4,6,1,4,2,3,4,3,3,3,2,2
427,3,3,3,2,2,5,7,4,2,1,6,2,3,4,3,2,5,1,2
428,3,4,3,2,2,5,4,7,5,3,4,2,3,3,5,5,3,3,2
441,1,3,2,2,3,5,7,4,1,1,4,4,3,4,5,2,3,1,2
453,3,3,2,2,4,6,7,6,1,1,4,4,3,3,3,2,2,1,2
463,3,3,3,1,4,6,4,6,2,1,1,2,3,4,4,1,2,2,2
464,4,3,3,2,2,5,4,6,1,1,1,2,3,4,4,1,2,1,2
467,2,3,3,2,1,6,1,6,6,1,3,2,3,4,4,2,2,2,2
474,3,3,3,2,2,6,6,4,4,1,1,2,2,2,3,5,4,1,2
476,2,3,2,2,4,4,1,6,1,3,1,2,3,4,3,3,4,1,2
484,2,3,2,1,3,6,4,4,2,1,4,2,3,3,3,1,2,1,2
498,2,3,2,2,1,6,4,4,2,1,4,2,3,3,4,4,4,1,2
529,2,3,3,2,4,5,5,6,4,1,3,2,3,3,4,2,4,1,2
544,2,3,2,1,1,7,6,4,5,1,6,2,2,4,4,1,3,2,2
551,2,3,2,2,4,5,6,3,2,1,4,2,3,4,5,1,3,1,2
560,3,3,4,1,3,5,6,4,5,2,4,2,3,4,3,2,3,1,2
594,3,2,3,2,4,7,4,6,1,1,4,4,2,3,5,1,2,1,2
596,3,3,2,2,4,6,1,6,2,2,6,2,2,2,4,4,4,1,2
616,2,3,2,1,2,7,4,4,4,1,1,2,3,3,3,3,3,1,2
673,3,3,2,1,1,6,7,4,1,1,4,4,2,4,3,1,3,1,2
680,2,3,2,2,1,6,6,4,2,1,1,2,3,4,4,1,2,1,2
685,3,3,3,2,2,5,6,6,2,1,1,2,2,3,3,1,1,1,2
691,2,3,3,2,2,4,5,4,1,1,5,2,3,4,2,1,1,2,2
694,2,3,3,2,4,5,4,6,6,1,5,2,3,3,4,2,2,1,2
701,2,3,2,2,2,4,1,6,1,1,4,3,3,4,4,1,2,2,2
710,3,3,2,2,2,5,4,6,1,3,2,2,3,4,3,2,2,2,2
716,2,4,3,2,2,5,1,6,4,1,1,4,3,4,3,2,1,2,2
717,2,2,3,1,2,5,4,4,5,1,4,2,2,3,4,1,3,2,2
748,2,3,1,2,4,5,6,6,2,1,4,2,3,5,4,1,2,2,2
768,2,3,3,2,4,6,4,4,1,1,4,2,2,3,4,2,1,1,2
775,3,3,2,2,2,5,6,6,4,4,4,2,3,4,3,3,2,2,2
779,2,3,2,1,1,6,7,6,1,1,4,2,3,3,3,1,2,1,2
797,3,3,3,2,4,5,6,4,1,1,1,2,3,4,3,1,3,2,2
801,2,2,2,2,2,5,6,6,1,1,4,2,3,3,4,2,2,2,2
812,3,2,2,2,4,6,6,6,1,1,5,2,3,3,4,4,1,1,2
815,2,3,2,2,4,5,6,6,1,1,3,2,2,4,4,2,2,1,2
822,2,3,2,2,2,5,6,6,1,2,6,2,3,3,3,1,1,4,2
856,3,3,2,2,4,4,4,1,2,1,1,2,5,3,3,1,2,2,2
864,2,3,2,2,4,5,4,1,1,1,6,2,3,4,3,1,3,1,2
873,2,4,2,2,2,6,7,5,1,1,1,2,3,3,3,2,2,1,2
878,3,3,3,1,3,5,6,6,6,1,4,2,3,2,3,1,4,1,2
880,3,3,3,2,4,7,4,6,2,1,1,2,2,2,2,1,1,1,2
887,3,3,2,2,4,5,6,6,1,1,3,4,3,4,4,2,2,1,2
890,2,3,2,2,4,6,6,6,2,1,4,2,2,3,3,2,1,1,2
895,3,3,2,1,2,5,4,4,3,1,3,2,3,3,3,3,3,2,2
900,2,3,2,2,4,7,7,5,1,1,1,4,3,3,5,1,3,4,2
912,3,3,1,2,4,6,6,1,1,1,5,2,3,4,4,4,1,1,2
936,3,3,2,2,4,4,7,6,1,1,1,2,2,4,5,1,1,3,2
950,2,3,2,2,3,6,1,6,1,1,4,2,3,3,5,1,2,1,2
964,2,3,2,2,2,5,6,4,1,1,1,2,3,2,3,1,3,2,2
974,3,3,2,2,4,5,7,6,2,1,3,2,3,3,4,1,3,3,2
983,3,3,2,2,4,5,4,4,4,2,4,2,3,3,4,3,4,2,2
1010,2,3,3,2,2,6,6,7,2,4,6,3,3,4,3,1,3,2,2
1036,3,3,3,2,4,7,1,6,1,3,1,4,3,3,3,1,1,1,2
1038,4,3,3,2,2,4,6,6,4,1,4,2,2,3,4,2,1,2,2
1039,2,2,1,2,1,7,7,6,2,1,4,2,3,5,4,2,2,1,2
1046,2,2,3,2,4,5,6,5,2,1,4,2,3,2,3,4,3,2,2
1052,2,2,2,2,4,5,1,6,1,1,2,2,2,4,4,1,1,2,2
1069,2,3,2,2,4,6,4,4,3,1,4,2,3,4,4,4,3,1,2
1074,3,3,2,2,4,5,4,4,1,1,4,4,2,5,5,3,2,1,2
1081,2,2,2,2,2,5,4,6,2,1,3,2,3,3,4,1,3,2,2
1082,3,3,2,2,3,5,6,4,2,1,4,2,3,3,3,4,3,3,2
1087,3,4,3,2,4,5,1,7,1,4,1,2,4,3,5,1,4,1,2
1092,3,2,1,2,2,6,4,4,1,1,6,2,3,4,4,2,3,2,2
1098,1,3,3,2,4,5,7,6,1,1,4,2,3,4,3,1,3,1,2
1105,2,3,2,2,2,7,7,4,4,1,4,2,3,3,3,1,2,1,2
1106,2,2,2,2,2,6,7,6,4,1,6,2,3,3,3,1,3,2,2
1107,3,3,3,2,3,5,4,6,4,1,4,2,3,3,4,2,2,3,2
1137,4,3,2,2,1,5,6,5,4,1,6,2,3,3,4,1,3,1,2
1142,4,3,2,2,2,7,6,6,4,1,4,4,2,3,2,1,3,2,2
1150,2,3,3,2,3,4,7,5,2,1,4,3,3,3,3,2,3,2,2
1151,2,3,2,2,4,5,6,6,1,1,2,2,3,3,3,1,4,1,2
1156,4,3,4,2,4,5,6,6,2,1,4,2,2,3,5,3,1,1,2
1168,3,3,3,2,2,5,6,6,1,1,1,2,2,4,3,1,3,2,2
1171,3,3,3,2,4,5,1,6,1,1,2,2,3,4,4,1,3,1,2
1174,2,3,3,2,4,6,7,4,4,1,4,2,3,5,5,3,4,1,2
1180,2,3,2,2,3,4,7,4,1,1,1,2,3,4,3,1,1,1,2
1186,2,3,3,2,3,7,6,6,4,1,5,4,3,3,4,2,2,1,2
1187,2,3,3,1,2,6,5,4,1,1,4,2,2,3,4,1,3,2,2
1188,4,3,2,2,3,7,7,6,1,1,5,4,4,4,5,1,1,1,2
1192,3,3,2,2,3,2,7,6,6,1,6,4,2,3,4,1,2,1,2
1208,3,3,2,2,1,5,6,6,2,1,1,2,3,3,5,1,3,2,2
1215,2,3,2,2,2,5,6,4,3,1,3,4,3,3,3,3,3,2,2
1219,3,4,3,2,2,5,7,6,1,1,1,2,3,5,4,2,2,4,2
1237,3,3,3,2,4,6,6,4,3,1,6,2,3,3,3,2,2,2,2
1266,3,3,2,2,2,4,7,4,1,1,3,4,3,3,3,1,1,1,2
1268,2,3,2,2,2,6,7,4,2,1,3,3,3,3,3,1,2,2,2
1278,2,3,3,2,1,5,4,4,1,1,3,2,3,3,3,1,2,3,2
1281,3,3,3,2,2,5,6,6,5,1,4,4,3,4,3,4,3,2,2
1285,2,3,4,2,4,5,7,6,5,4,4,2,3,4,3,2,2,1,2
1289,2,3,2,2,3,6,4,4,1,1,4,2,3,4,4,1,2,1,2
1295,3,3,3,2,4,5,7,5,1,1,4,2,4,5,4,4,1,2,2
1307,2,3,2,2,3,6,6,7,1,1,4,2,2,4,4,2,2,1,2
1321,2,3,2,2,2,7,6,6,2,1,4,4,3,4,5,1,4,3,2
1339,2,4,3,2,4,5,4,6,1,1,4,2,3,4,4,1,4,2,2
1346,2,3,2,2,2,5,5,6,6,1,4,2,2,3,3,1,2,2,2
1393,3,3,3,2,3,4,4,6,3,2,1,2,3,4,4,3,2,2,2
1396,2,3,2,1,1,7,6,6,2,1,4,2,2,4,3,1,2,3,2
1398,3,3,3,1,3,7,5,6,1,1,4,4,3,4,5,1,2,1,2
1413,2,3,3,2,2,3,6,4,2,1,2,2,3,4,3,2,2,2,2
1421,4,3,2,2,2,4,4,4,4,1,1,4,2,1,3,5,3,2,2
1424,2,3,3,2,1,5,6,4,2,1,1,4,2,3,4,1,2,1,2
1427,2,3,2,2,2,7,6,4,2,1,4,2,2,3,3,4,3,1,2
1434,3,3,3,2,3,6,5,6,4,1,6,4,3,4,4,2,2,1,2
1449,2,3,2,2,4,5,6,6,6,1,6,2,3,4,5,3,3,1,2
1518,3,3,3,2,4,2,5,3,4,1,6,2,3,3,4,3,3,3,2
1525,4,3,4,2,4,5,1,6,1,3,6,2,3,3,4,1,1,1,2
1537,2,3,2,2,2,4,7,4,4,1,4,2,3,3,3,1,3,2,2
1539,1,4,3,2,4,6,7,4,1,1,4,2,2,5,3,2,2,2,2
1545,2,3,3,2,1,6,7,6,6,2,4,2,2,2,1,3,2,3,2
1558,3,3,2,2,3,4,6,6,6,1,6,2,3,2,3,1,2,2,2
1559,3,3,2,1,1,6,6,4,1,1,4,2,2,2,3,2,2,4,2
1561,2,3,3,2,2,6,6,4,4,1,4,2,3,4,3,3,3,1,2
1569,3,3,2,2,2,4,4,4,1,1,2,4,2,3,3,2,2,4,2
1570,2,3,2,2,4,5,6,6,1,1,1,2,3,2,4,1,1,1,2
1587,3,3,3,2,4,7,6,6,1,2,4,2,3,4,3,1,3,1,2
1602,2,4,3,2,4,6,4,5,4,2,3,4,3,3,3,3,2,2,2
1629,4,3,2,1,4,7,4,6,1,1,4,2,3,3,5,1,1,2,2
1647,4,3,2,2,4,5,6,4,2,1,6,2,3,3,4,3,1,1,2
1652,2,2,3,2,2,7,4,6,1,1,6,2,2,4,3,1,3,2,2
1656,2,3,2,1,4,5,6,6,5,2,1,2,3,3,4,4,4,1,2
1657,2,2,3,2,3,5,6,6,4,1,6,2,3,3,4,2,2,2,2
1659,3,3,3,2,2,5,7,6,2,1,1,2,3,4,3,2,2,2,2
1663,2,3,3,2,2,5,4,5,1,4,4,4,3,5,3,2,3,1,2
1675,2,3,2,2,1,6,4,6,1,1,4,2,3,4,3,1,4,2,2
1676,4,3,3,2,4,7,7,1,1,1,1,2,2,5,4,1,5,3,2
1681,2,3,2,2,2,6,4,7,4,3,4,3,3,4,4,2,3,3,2
1687,4,2,2,2,1,6,4,4,1,1,4,2,3,3,4,1,2,2,2
1694,2,3,2,1,2,5,4,4,2,1,4,2,3,3,4,1,3,1,2
1697,2,3,2,2,1,5,4,6,1,1,6,4,2,4,4,1,1,2,2
1700,2,3,4,2,2,7,6,4,1,2,4,4,3,4,3,2,2,2,2
1707,2,3,2,1,3,5,4,6,1,1,2,4,3,4,3,1,2,1,2
1714,3,4,2,2,4,4,6,1,4,1,1,2,3,3,3,1,4,3,2
1728,3,3,3,1,2,7,4,5,1,1,1,2,3,4,3,3,2,2,2
1736,2,3,2,1,1,5,6,6,1,2,6,4,2,5,5,1,3,2,2
1745,3,3,3,2,4,5,6,5,1,1,1,2,3,3,3,1,2,1,2
1749,3,3,2,1,4,6,6,5,1,4,1,4,5,3,4,1,2,1,2
1765,2,2,2,2,2,5,7,6,4,1,3,4,3,2,4,3,2,1,2
1767,2,2,3,2,2,5,6,5,2,1,6,2,3,3,3,2,3,2,2
1770,3,3,2,2,4,6,6,4,2,2,4,2,2,4,3,2,3,2,2
1790,3,3,2,2,4,7,5,7,1,1,5,4,3,5,4,2,3,2,2
1795,3,3,3,2,4,5,6,1,1,1,6,2,3,4,3,2,3,2,2
1796,3,3,2,2,3,6,6,6,1,2,4,2,3,3,3,2,2,1,2
1817,2,2,2,2,2,6,6,4,4,1,1,2,2,3,5,1,3,3,2
1823,2,3,2,2,4,5,6,1,2,1,4,2,2,2,3,2,1,1,2
1829,2,3,2,2,3,5,6,6,2,1,4,2,3,3,3,2,2,1,2
1832,3,3,2,2,4,5,6,6,2,2,4,2,2,5,5,2,2,1,2
1842,2,3,3,2,4,4,4,4,1,1,1,2,3,3,4,2,2,1,2
1843,2,3,2,2,4,7,4,4,1,1,1,2,2,4,2,3,2,1,2
1846,2,2,2,2,2,6,7,5,2,1,4,2,3,3,4,4,3,3,2
1854,2,3,2,2,4,4,7,6,1,1,6,4,2,4,3,1,2,1,2
1855,2,2,1,2,2,7,4,4,1,1,1,2,3,3,5,1,1,2,2
1857,2,3,2,2,4,6,6,4,1,1,4,2,2,5,2,1,2,2,2
1868,2,3,2,2,1,5,7,6,2,1,4,4,2,3,3,2,1,2,2
1889,3,3,3,2,4,6,6,6,1,3,4,4,3,4,4,1,2,1,2
1890,2,3,3,2,2,6,6,6,1,2,4,2,2,5,2,1,2,1,2
1892,2,3,3,2,1,5,4,4,2,1,4,2,3,4,4,4,2,1,2
1894,2,3,2,2,2,6,4,6,1,1,4,2,3,2,3,1,3,2,2
1902,3,3,2,2,4,5,6,6,1,2,3,2,3,2,4,2,2,2,2
1906,3,4,2,2,2,6,6,6,4,1,4,2,3,3,4,1,2,1,2
1922,2,3,2,1,1,5,6,4,1,1,4,4,3,4,4,2,2,2,2
1929,3,4,3,2,4,5,1,4,2,1,6,2,3,4,3,1,2,2,2
1951,2,3,2,2,1,6,6,6,2,1,1,2,3,4,3,1,2,1,2
1956,3,3,2,2,4,6,6,6,2,1,2,4,2,4,2,1,2,2,2
1961,3,3,4,2,4,6,4,6,1,1,1,2,3,3,5,2,1,1,2
1967,2,3,3,2,3,7,4,6,2,1,6,2,3,3,4,1,2,2,2
1980,3,4,2,2,2,6,7,4,1,2,1,2,3,3,3,2,4,3,2
1987,2,3,3,2,4,5,4,4,2,1,4,2,2,4,5,2,1,4,2
1991,2,3,2,1,2,5,4,4,1,1,6,2,2,4,4,3,3,3,2
1992,2,3,2,2,1,6,6,3,4,1,1,4,3,2,3,1,2,2,2
1993,2,3,3,2,4,7,1,6,1,1,4,2,3,4,3,1,1,4,2
2000,3,2,3,2,4,6,4,4,2,1,4,2,3,4,4,1,2,3,2
2002,2,2,2,2,4,5,4,6,2,1,6,2,3,4,3,2,3,3,2
2009,2,3,2,2,4,6,6,6,1,1,6,2,3,2,4,3,2,2,2
2010,2,3,3,2,4,4,6,6,1,1,1,2,2,1,3,1,1,1,2
2012,2,3,2,2,1,6,4,4,1,1,4,4,3,4,3,2,3,1,2
2026,2,2,2,2,3,5,7,6,1,1,4,2,2,3,3,1,2,2,2
2027,3,3,2,2,4,6,4,6,2,1,6,2,3,4,3,2,2,2,2
2056,2,3,2,2,2,5,6,6,1,4,3,2,3,3,3,3,3,3,2
2060,3,4,4,2,2,7,7,1,1,1,1,4,2,4,3,1,5,1,2
2063,2,3,2,2,2,4,6,7,3,3,4,4,3,4,3,1,2,1,2
2067,2,3,2,1,3,7,4,4,1,1,3,2,3,3,3,1,2,2,2
2077,2,3,3,2,3,6,4,4,1,1,2,2,3,4,3,3,3,2,2
2079,2,4,2,2,4,5,4,6,2,3,1,2,3,3,5,1,4,1,2
2083,2,4,2,2,1,6,6,6,4,1,1,2,2,4,3,1,2,2,2
2086,2,2,2,1,2,5,6,4,2,1,4,2,3,3,3,1,1,1,2
2089,2,3,3,2,1,7,1,4,1,1,3,2,3,3,4,1,2,2,2
2093,3,4,2,1,3,6,4,4,5,2,4,4,2,4,3,1,2,1,2
2106,3,3,3,2,4,6,4,7,1,2,4,2,3,3,3,2,1,1,2
2119,1,3,3,1,2,7,6,6,2,1,4,2,2,3,4,2,3,2,2
2153,3,4,2,2,1,7,7,4,1,1,4,4,3,3,3,1,2,2,2
2156,2,3,2,2,4,2,6,5,1,1,4,2,3,3,4,1,3,2,2
2167,3,3,3,2,4,6,6,6,2,4,1,2,3,4,4,2,1,1,2
2177,4,3,2,2,1,7,7,4,6,2,4,2,2,3,4,1,2,2,2
2181,3,3,4,2,3,5,6,4,1,2,4,2,3,2,3,4,4,2,2
2228,2,4,3,2,4,5,5,6,4,1,4,2,3,3,3,1,3,1,2
2235,2,4,3,1,1,5,5,4,1,1,6,2,2,2,5,3,4,2,2
2240,2,4,3,2,1,5,7,6,1,1,4,4,2,5,5,2,2,4,2
2249,2,3,2,2,4,5,6,4,1,2,4,2,2,3,3,2,3,2,2
2264,2,2,2,1,1,5,6,4,2,1,1,2,3,4,3,1,1,1,2
2317,4,3,3,2,4,6,6,6,1,4,1,2,2,3,4,4,2,1,2
2327,3,3,2,2,2,6,4,6,1,1,6,4,2,4,2,2,2,2,2
2337,3,3,2,2,4,5,4,4,3,1,4,2,3,3,5,1,2,1,2
2347,4,3,2,2,4,4,1,4,1,1,4,2,3,4,3,5,2,1,2
2358,2,3,2,2,2,5,6,6,3,1,4,4,3,3,3,2,4,1,2
2359,3,3,2,2,4,6,6,5,1,3,1,2,3,4,3,1,3,2,2
2368,2,3,2,1,2,5,7,4,4,1,2,4,3,4,5,2,2,1,2
2378,4,4,3,2,4,5,6,6,1,1,4,4,3,4,3,3,2,1,2
2415,4,3,3,2,1,5,4,4,1,1,4,2,3,4,3,3,2,2,2
2440,2,3,2,2,3,4,4,6,4,4,4,2,3,3,5,1,1,1,2
2458,2,3,3,2,4,6,6,4,1,1,4,2,2,4,3,3,4,2,2
2466,3,4,3,2,2,4,7,6,6,1,4,2,3,4,3,1,4,1,2
2484,3,3,3,1,3,4,4,7,2,1,4,2,2,4,3,1,2,2,2
2491,3,3,2,1,2,5,4,6,1,1,4,2,3,3,4,2,2,2,2
2495,2,3,2,2,2,5,7,6,1,1,4,4,2,3,4,1,1,2,2
2520,3,4,2,2,2,6,6,4,1,1,4,4,3,1,3,3,3,1,2
2521,4,3,3,1,4,7,6,6,1,1,6,2,2,5,4,4,1,2,2
2524,2,3,3,2,4,7,4,6,6,1,4,2,3,4,4,1,1,1,2
2545,2,3,4,2,4,2,6,4,6,1,1,2,3,1,5,4,3,3,2
2573,2,4,2,2,1,5,7,4,1,1,1,2,3,3,3,2,2,1,2
2582,1,3,2,2,4,5,1,1,1,1,3,2,3,4,2,3,2,1,2
2610,3,3,2,2,3,5,6,3,2,1,4,2,3,4,3,1,3,1,2
2619,3,3,2,2,2,6,6,6,2,1,4,2,4,4,4,1,2,2,2
2631,3,3,3,2,4,5,4,6,5,1,4,4,2,1,3,1,2,3,2
2640,2,3,3,2,1,5,4,6,1,1,4,2,3,2,4,1,2,2,2
2646,2,4,2,2,4,6,6,6,2,1,1,2,3,3,3,3,2,2,2
