,op4trust,tr3cgmnz,tr3bcraz,qfnrincr,q4samesm,op7gdevo,q7wwhhx,q7jbmmcc,q7mgcc,q5gveqaa,opincdif,opnucpol,stalllf,nofutr,sfmhdprs,op5happz,opnbmtcn,wllive,mempltgp
694,4,3,3,2,4,6,4,6,1,1,4,2,2,3,3,1,2,1,2
701,4,2,2,2,4,6,4,4,1,1,4,2,3,4,5,1,2,2,2
710,2,3,3,2,2,5,4,6,1,3,4,2,2,3,3,1,3,1,2
716,2,4,4,2,2,6,4,6,1,1,5,2,3,3,3,1,2,2,2
717,2,3,2,2,2,5,4,4,4,1,4,2,3,3,4,1,2,2,2
748,2,3,2,2,2,7,4,4,2,1,3,3,3,3,4,1,2,2,2
768,4,3,2,2,4,7,4,6,2,1,4,2,2,4,4,1,2,1,2
775,2,3,2,2,4,4,4,4,6,1,4,2,3,3,4,1,2,1,2
779,2,3,2,1,2,7,4,6,1,1,4,2,2,3,4,1,3,1,2
797,2,3,2,2,2,5,4,6,1,1,4,2,3,3,3,1,2,1,2
801,3,3,3,2,2,6,5,4,3,1,4,2,2,4,3,3,3,2,2
812,2,3,3,2,4,7,6,6,3,1,4,4,2,3,3,2,1,1,2
815,3,3,3,2,4,5,4,4,2,3,5,2,2,4,3,1,1,2,2
822,3,3,3,2,4,7,6,6,2,1,4,2,3,3,5,1,2,1,2
856,2,3,3,2,2,5,6,6,2,1,4,2,3,2,5,1,2,2,2
864,3,3,2,2,4,6,4,4,3,1,4,2,3,3,3,1,3,1,2
873,3,3,3,2,2,6,4,7,1,1,6,4,2,4,3,1,1,2,2
878,2,4,3,2,3,5,4,4,1,2,4,4,3,2,3,2,2,2,2
880,3,3,3,2,4,5,4,6,2,1,6,2,2,5,5,3,1,1,2
887,3,3,2,2,4,5,6,6,4,1,4,4,3,3,5,5,3,1,2
890,2,3,2,2,2,6,7,4,1,2,4,4,2,3,4,1,2,2,2
895,3,4,3,2,2,5,6,6,3,1,5,4,2,2,3,4,2,2,2
900,3,3,3,2,4,6,7,6,1,1,4,2,3,3,5,1,2,1,2
912,2,3,4,1,4,7,4,4,1,1,4,2,3,4,4,1,1,2,2
936,2,3,2,2,4,7,6,6,1,1,4,2,3,3,5,1,2,1,2
950,3,3,1,2,2,4,4,6,1,1,4,2,3,3,3,1,3,1,2
964,2,2,3,2,2,6,6,6,1,1,4,2,2,5,3,1,3,1,2
974,2,4,2,2,2,7,4,4,1,1,4,2,3,2,4,1,3,1,2
983,2,3,2,1,4,5,7,4,1,1,4,4,3,3,3,4,3,2,2
1010,2,3,3,2,2,6,6,6,1,1,6,2,3,4,3,2,2,2,2
1036,2,3,3,2,4,6,2,6,1,1,6,4,2,4,3,1,1,1,2
1038,2,3,3,2,2,5,7,4,4,1,4,4,3,3,3,3,2,3,2
1039,2,2,3,1,1,6,4,6,1,1,4,2,2,3,3,1,1,2,2
1046,2,3,3,2,4,7,6,4,1,1,4,2,3,4,4,1,2,2,2
1052,2,3,2,1,4,6,6,6,1,1,6,2,3,3,4,1,1,1,2
1069,3,2,3,2,2,5,5,4,6,1,4,2,2,3,3,4,3,3,2
1074,3,3,3,1,2,6,6,4,2,1,4,4,3,4,2,1,2,2,2
1081,2,3,2,2,4,7,4,6,2,1,4,4,2,4,4,1,2,1,2
1082,3,3,2,2,2,7,4,6,1,1,3,4,3,3,5,3,2,1,2
1087,2,3,3,2,4,6,4,4,2,2,4,2,3,3,2,1,3,1,2
1092,2,2,2,2,4,5,4,4,2,1,5,2,3,3,3,1,2,1,2
1098,3,3,3,2,3,4,6,4,1,1,4,2,3,4,5,1,2,1,2
1105,2,3,2,2,4,6,7,6,6,1,1,4,2,3,3,2,3,2,2
1106,3,3,2,1,4,5,7,4,5,1,1,2,2,3,3,1,3,2,2
1107,3,3,3,2,2,5,6,6,4,1,4,2,3,4,5,3,3,2,2
1137,2,3,3,2,2,6,6,4,1,1,2,4,3,2,4,3,3,1,2
1142,2,3,3,2,3,5,6,4,6,1,4,2,3,4,5,4,2,2,2
1150,2,3,2,2,2,6,1,6,1,1,4,2,1,3,5,1,1,1,2
1151,2,3,3,1,4,6,4,6,1,1,3,2,3,3,3,1,2,1,2
1156,3,4,3,2,4,4,6,6,6,1,6,4,3,4,4,2,2,1,2
1168,3,3,4,2,2,7,6,4,1,1,4,4,3,4,3,3,3,1,2
1171,3,3,3,2,4,6,1,6,1,1,4,2,3,3,3,1,2,1,2
1174,3,3,3,2,4,5,7,6,6,1,4,2,3,2,3,2,2,3,2
1180,2,3,3,2,3,5,4,6,1,1,4,2,3,4,4,1,1,1,2
1186,3,3,2,2,1,7,6,4,3,3,4,2,3,4,3,1,1,1,2
1187,2,3,4,2,1,5,6,4,4,1,4,2,3,3,5,1,2,1,2
1188,2,4,3,2,4,7,4,4,1,1,4,4,3,4,4,1,5,2,2
1192,4,3,4,2,4,6,4,6,1,3,4,2,4,3,3,1,2,1,2
1208,2,3,3,2,1,7,4,5,1,1,4,2,3,3,4,1,1,1,2
1215,2,3,2,2,2,5,4,4,2,1,3,4,3,3,3,2,2,1,2
1219,3,4,3,2,4,4,7,6,1,1,5,2,4,4,5,2,2,3,2
1237,3,3,2,2,1,6,6,4,2,1,4,2,3,3,3,1,2,1,2
1266,2,2,2,2,3,5,4,6,1,1,4,2,3,3,3,1,3,1,2
1268,2,3,2,2,2,6,6,6,2,1,4,2,3,3,3,1,2,2,2
1278,3,4,3,2,3,5,4,6,1,1,1,4,3,3,3,1,2,2,2
1281,2,3,3,2,1,6,4,6,4,1,4,2,3,3,3,2,2,2,2
1285,2,3,2,2,2,5,6,4,1,1,4,2,3,3,3,1,3,2,2
1289,1,3,3,2,4,4,6,6,1,1,1,2,3,4,3,1,2,1,2
1295,3,2,2,2,4,7,7,4,1,1,4,2,3,3,4,3,1,1,2
1307,2,3,4,2,3,7,6,6,1,1,4,4,3,3,3,2,2,2,2
1321,1,3,2,2,4,6,4,7,1,1,4,2,3,3,4,1,2,1,2
1339,1,2,3,2,2,7,6,6,4,1,4,2,2,5,3,1,3,2,2
1346,3,4,3,2,2,6,7,4,2,1,4,2,2,3,4,1,2,2,2
1393,1,3,3,2,3,7,4,6,3,1,2,2,3,3,3,1,2,1,2
1396,2,3,4,1,2,6,7,4,4,1,4,4,3,3,3,3,4,1,2
1398,3,3,2,1,4,6,7,5,1,1,4,4,3,2,4,4,3,1,2
1413,3,3,2,2,4,6,6,4,2,2,4,2,2,4,3,4,3,2,2
1421,2,3,2,2,1,6,6,4,1,3,6,2,3,3,3,4,2,3,2
1424,3,3,2,2,2,6,6,6,4,1,2,4,3,5,3,1,3,2,2
1427,2,3,2,1,4,6,4,6,2,1,4,2,3,3,4,1,2,1,2
1434,4,3,2,2,4,7,6,1,1,1,6,4,4,3,3,1,1,1,2
1449,3,3,3,2,4,5,6,6,4,3,4,2,3,3,4,3,3,2,2
1518,2,3,4,2,3,4,6,4,1,4,6,2,3,3,4,2,3,2,2
1525,2,4,2,2,4,4,7,6,1,4,4,4,2,3,4,2,2,1,2
1537,2,4,2,2,4,4,4,7,4,1,1,2,2,3,5,4,3,2,2
1539,2,3,3,2,2,5,4,6,1,1,6,2,3,3,5,3,1,1,2
1545,2,3,2,2,3,6,6,6,4,1,6,2,3,3,3,1,2,2,2
1558,2,3,4,2,4,7,6,6,1,1,6,2,2,3,4,2,1,2,2
1559,3,3,2,2,2,6,7,4,6,1,1,2,3,4,5,2,2,1,2
1561,2,3,3,2,4,5,6,6,1,1,4,2,3,4,3,1,1,1,2
1569,2,3,2,2,2,7,6,4,4,1,6,2,3,2,3,1,1,2,2
1570,3,3,2,2,3,7,1,6,1,4,4,2,3,3,3,1,1,1,2
1587,3,3,2,2,1,6,6,4,1,1,4,4,3,4,3,1,3,1,2
1602,3,3,3,1,4,5,4,1,4,1,4,2,2,3,5,3,4,3,2
1629,2,3,4,2,2,6,7,6,1,1,4,2,3,3,3,1,2,1,2
1647,2,2,2,2,4,4,6,4,2,1,4,2,3,3,5,1,2,2,2
1652,2,3,2,1,2,5,6,6,1,1,4,2,3,4,3,1,3,2,2
1656,2,4,3,2,2,5,6,6,4,1,1,2,3,2,3,4,3,1,2
1657,1,2,2,2,4,5,4,6,1,1,3,2,3,3,4,1,2,2,2
1659,3,4,2,2,4,5,6,6,1,1,6,2,3,4,4,1,2,2,2
1663,2,3,3,2,4,6,6,3,1,1,4,2,3,3,4,1,4,1,2
1675,2,4,2,2,1,6,4,1,1,1,1,4,3,3,3,3,3,1,2
1676,2,3,3,2,4,7,6,6,1,4,5,4,2,3,4,1,4,1,2
1681,3,3,3,2,3,5,4,6,5,1,4,2,3,3,4,1,3,2,2
1687,2,3,2,2,1,7,5,4,1,1,6,2,3,3,3,4,4,1,2
1694,2,3,2,1,1,4,4,4,2,1,6,4,3,4,4,1,3,2,2
1697,2,4,2,2,2,6,6,1,1,1,6,4,2,3,3,1,2,1,2
1700,2,3,2,2,2,5,6,4,1,2,6,4,3,4,3,1,2,1,2
1707,2,3,4,1,2,6,6,6,1,1,4,3,2,3,4,1,2,1,2
1714,3,3,3,1,4,5,1,4,6,1,4,2,2,4,4,3,3,1,2
1728,2,4,3,2,2,6,6,4,1,1,4,3,2,3,4,1,3,1,2
1736,2,3,3,1,1,6,6,7,1,1,1,4,3,5,3,1,1,1,2
1745,4,3,3,2,4,6,1,6,1,1,4,2,2,4,3,1,2,1,2
1749,3,3,2,1,2,7,6,1,1,1,2,4,2,3,3,1,1,1,2
1765,2,3,3,2,2,5,6,4,6,1,3,4,3,3,3,4,1,2,2
1767,2,3,3,2,4,6,1,6,1,1,4,2,3,3,3,1,2,3,2
1770,2,3,3,1,4,5,4,6,1,1,4,2,3,3,3,1,3,1,2
1790,3,2,2,2,4,5,6,6,4,1,6,4,3,1,4,1,1,1,2
1795,2,3,2,2,3,5,4,4,1,1,4,2,2,3,3,1,2,2,2
1796,3,3,2,2,4,6,4,4,1,1,4,2,3,3,3,1,2,1,2
1817,2,3,2,2,4,4,6,3,1,1,4,2,2,4,3,1,2,1,2
1823,3,3,2,2,2,6,4,6,2,1,1,4,2,3,3,1,4,2,1
1829,2,3,2,2,2,6,4,6,1,1,3,2,3,3,3,1,2,1,2
1832,4,3,3,2,4,4,6,4,3,1,4,4,3,3,4,1,2,2,2
1842,3,3,2,2,4,7,7,6,1,1,4,2,2,3,3,1,3,2,2
1843,2,3,3,2,1,5,4,6,2,1,4,4,3,4,3,1,3,1,2
1846,3,3,4,2,2,6,6,4,1,1,2,2,3,4,3,1,2,2,2
1854,3,3,2,2,4,6,6,4,3,1,3,2,3,3,3,1,3,1,2
1855,2,3,2,2,2,7,4,7,4,1,1,2,3,3,3,1,2,1,2
1857,3,3,2,1,4,6,6,5,1,1,4,2,3,3,2,1,2,2,2
1868,2,4,3,1,3,5,6,6,1,1,6,2,3,3,3,1,2,2,2
1889,4,4,2,2,3,7,4,4,1,1,4,4,3,3,5,1,1,1,2
1890,3,3,2,2,4,7,7,6,1,1,6,2,3,4,4,1,2,1,2
1892,3,3,3,2,4,6,7,4,6,1,4,4,4,2,5,4,1,4,2
1894,2,3,3,2,4,6,1,4,3,1,4,4,2,3,4,3,1,1,2
1902,2,3,3,2,2,5,6,6,1,1,4,4,2,3,3,1,2,1,2
1906,2,4,2,2,2,6,4,4,2,1,4,4,2,4,4,1,2,1,2
1922,2,2,2,2,2,4,6,4,1,1,4,4,2,3,3,1,1,1,2
1929,2,3,3,2,4,6,4,4,1,2,4,4,3,3,3,1,1,3,2
1951,3,3,2,1,1,6,6,4,1,1,5,4,2,4,4,1,2,1,2
1956,3,3,2,2,1,5,6,4,1,1,4,2,3,3,4,1,2,2,2
1961,2,3,2,2,4,6,6,7,1,1,5,2,3,3,5,1,3,1,2
1967,2,3,2,1,2,7,4,6,1,1,4,2,3,3,3,1,3,2,2
1980,3,3,3,1,1,5,6,4,1,3,6,4,2,5,4,5,4,2,2
1987,2,3,2,2,4,6,6,4,2,1,4,4,3,4,3,1,1,2,2
1991,4,2,3,2,4,6,7,4,1,1,1,2,3,3,5,5,4,3,2
1992,3,3,2,2,2,2,5,4,2,1,4,2,3,3,5,1,2,2,2
1993,3,4,2,2,4,6,4,6,1,1,4,4,3,1,3,4,3,1,2
2000,3,3,2,2,2,7,4,6,1,2,4,2,3,3,4,1,1,2,2
2002,2,4,2,2,2,5,5,6,4,1,2,2,3,3,3,5,3,2,2
2009,2,3,3,2,4,6,4,6,1,1,4,2,2,4,4,1,3,1,2
2010,3,3,1,2,4,3,7,7,1,1,4,2,5,3,3,1,2,1,2
2012,2,3,2,2,2,6,4,4,1,1,6,2,2,3,5,2,2,3,2
2026,2,3,2,1,1,6,4,6,1,1,3,2,2,3,3,1,2,1,2
2027,2,3,4,2,3,5,6,6,1,1,4,4,3,4,4,1,2,2,2
2056,3,3,3,1,1,4,4,6,6,1,3,4,2,4,3,2,2,2,2
2060,2,4,2,2,4,6,6,6,1,1,4,4,2,3,4,1,2,1,2
2063,2,2,2,1,4,6,4,6,1,1,4,4,3,3,5,1,2,1,2
2067,2,4,4,1,3,5,4,6,2,1,4,2,4,4,4,2,2,2,2
2077,3,3,2,2,2,6,4,6,2,1,4,2,2,3,4,2,3,2,2
2079,2,3,2,2,4,4,4,4,1,1,6,2,3,2,5,1,3,2,2
2083,3,2,2,2,2,5,6,4,6,1,1,4,3,3,3,1,2,1,2
2086,2,3,3,2,4,7,7,6,4,1,1,2,3,3,4,3,1,2,2
2089,2,2,2,2,3,6,6,6,1,1,4,4,3,3,3,1,3,2,2
2093,2,2,2,2,2,5,6,4,4,1,4,2,3,3,3,2,3,2,2
2106,2,2,3,2,2,7,5,4,2,1,4,4,2,3,3,1,1,1,2
2119,2,3,3,2,4,6,4,6,2,1,4,2,2,3,3,1,2,2,2
2153,2,3,2,1,1,5,4,6,2,1,4,2,2,3,3,1,3,1,2
2156,3,3,3,1,1,7,4,4,1,1,4,2,2,3,3,1,2,2,2
2167,2,3,2,2,4,7,6,6,1,1,3,2,3,3,3,1,2,1,2
2177,3,3,3,1,4,3,6,6,1,1,4,4,3,4,3,1,2,2,2
2181,2,3,3,2,4,5,4,4,2,1,4,4,3,4,3,1,1,3,2
2228,3,3,3,2,2,4,4,6,6,1,4,4,2,4,3,5,3,1,2
2235,2,3,2,2,2,6,4,4,1,1,4,2,2,3,3,1,2,2,2
2240,3,3,4,2,4,5,4,4,6,1,4,2,3,3,4,2,2,2,2
2249,2,3,2,1,1,5,6,7,4,1,3,4,3,3,5,1,2,1,2
2264,3,2,2,1,1,7,6,4,2,1,4,4,3,3,4,1,2,1,1
2317,3,3,2,2,4,4,6,6,1,2,4,4,2,4,3,1,4,2,2
2327,3,3,3,2,2,6,6,6,1,1,6,2,3,2,3,2,3,2,2
2337,3,3,2,2,2,7,6,4,4,1,4,4,3,3,3,1,2,3,2
2347,3,3,3,2,4,5,6,6,1,1,4,4,3,3,4,2,5,1,2
2358,2,3,3,2,2,5,6,6,4,1,4,2,3,3,4,1,3,3,2
2359,3,3,3,2,1,5,4,4,4,1,3,2,3,3,3,2,3,1,2
2368,2,3,2,2,2,6,4,6,1,1,1,4,2,3,4,1,2,2,2
2378,3,3,2,1,2,5,6,6,1,1,4,4,3,2,4,4,3,1,2
2415,2,3,2,2,1,6,6,4,2,1,4,4,2,4,3,1,1,2,2
2440,3,3,2,2,4,4,6,6,1,1,4,4,3,3,3,3,4,1,2
2458,2,3,2,2,1,7,6,4,1,1,4,2,3,4,3,1,2,2,2
2466,2,3,3,2,4,7,6,7,1,1,4,2,3,3,3,2,3,1,2
2484,2,3,2,2,2,6,6,6,1,1,4,4,2,4,4,1,2,1,2
2491,2,4,3,2,3,7,7,4,2,1,4,2,3,3,3,1,2,2,2
2495,2,3,2,2,4,7,4,7,1,1,4,2,1,5,4,1,1,2,2
2520,3,4,3,2,4,6,6,6,1,2,6,2,3,3,4,3,3,2,2
2521,3,3,2,2,4,5,6,6,1,1,5,2,2,3,5,1,2,1,2
2524,3,4,2,2,2,5,7,4,2,1,6,4,2,5,4,1,1,1,2
2545,2,4,3,2,2,5,4,6,6,3,5,2,3,1,5,5,3,2,2
2573,3,3,3,2,1,5,4,4,1,1,4,2,3,3,3,1,1,1,2
2582,3,3,3,2,2,2,7,6,1,1,4,2,3,4,3,3,3,1,2
2610,2,3,2,2,4,6,6,4,1,1,6,2,3,3,3,1,3,1,2
2619,2,3,2,2,1,5,6,4,2,1,4,2,3,4,3,1,2,2,2
2631,2,3,2,2,2,5,6,4,1,1,4,2,3,4,4,1,2,2,2
2640,3,2,2,2,1,6,4,4,2,1,4,2,3,3,5,1,3,3,2
2646,3,3,3,2,2,7,7,4,1,1,5,3,2,3,5,1,1,1,2
