,op4trust,tr3cgmnz,tr3bcraz,qfnrincr,q4samesm,op7gdevo,q7wwhhx,q7jbmmcc,q7mgcc,q5gveqaa,opincdif,opnucpol,stalllf,nofutr,sfmhdprs,op5happz,opnbmtcn,wllive,mempltgp
484,2,2,2,2,2,4,4,6,4,2,4,2,2,3,3,3,3,2,2
498,2,3,3,2,2,4,7,4,4,3,4,4,3,3,3,3,3,2,2
529,2,3,2,2,2,5,4,4,4,2,4,2,3,3,3,2,3,2,2
544,2,2,2,2,2,4,4,4,4,3,2,4,3,3,3,3,2,2,2
551,2,2,2,2,2,5,7,7,2,2,3,2,3,3,3,2,3,2,2
560,2,3,2,2,2,4,4,4,4,2,3,2,3,3,3,3,3,2,2
594,3,3,2,2,4,4,4,7,4,3,4,2,3,3,3,4,3,2,2
596,3,3,3,2,4,3,7,7,4,3,4,2,3,3,3,3,3,2,2
616,2,2,2,2,2,4,4,7,4,2,3,2,3,3,3,3,3,2,2
673,2,3,2,2,2,3,4,4,4,2,4,4,3,3,3,2,3,2,2
680,2,2,2,2,2,5,7,4,4,2,3,2,2,3,3,2,3,2,2
685,3,3,2,2,3,3,4,4,4,3,4,2,3,3,3,3,2,2,2
691,2,3,2,2,4,4,4,4,4,3,4,2,3,3,3,3,3,2,2
694,3,3,2,2,3,3,4,4,4,3,4,3,3,3,3,3,2,2,2
701,3,3,3,2,2,3,7,4,4,3,3,2,3,3,3,3,3,2,2
710,3,3,2,2,2,3,5,5,2,3,4,2,3,3,3,2,3,2,2
716,3,3,3,2,3,3,4,4,3,3,4,2,3,3,3,2,2,2,2
717,3,4,2,2,4,3,4,4,4,3,4,2,3,3,3,2,3,2,2
748,2,3,2,2,2,5,4,4,3,2,3,2,3,3,3,3,3,2,2
768,3,3,2,2,2,4,4,4,4,3,4,2,3,3,3,2,3,2,2
775,2,2,2,2,2,5,4,4,4,2,3,2,3,3,3,3,3,2,2
779,2,2,2,2,2,5,4,4,3,2,4,2,3,5,3,3,3,2,2
797,2,2,3,2,3,3,5,4,3,2,3,3,3,3,3,3,3,2,2
801,3,3,2,2,2,5,4,4,2,2,3,2,3,3,3,3,3,2,2
812,3,3,2,2,2,4,4,7,4,3,4,2,3,3,3,3,3,2,2
815,3,3,3,2,3,5,4,7,3,3,4,3,3,3,3,3,3,2,2
822,3,3,2,2,4,5,7,7,3,3,3,3,3,3,3,3,3,2,2
856,2,3,2,2,2,4,4,4,4,3,2,3,3,3,3,3,3,2,2
864,2,3,3,2,3,3,4,7,4,3,4,2,3,3,3,3,3,2,2
873,2,3,3,2,2,5,7,4,2,3,4,2,3,3,3,2,3,2,2
878,3,3,3,2,4,4,4,4,4,3,4,3,3,3,4,3,3,2,2
880,3,3,2,2,4,3,4,4,4,3,4,3,3,3,3,2,2,2,2
887,3,3,3,2,2,5,4,5,4,3,3,3,3,3,3,3,3,2,2
890,2,2,2,2,2,4,4,4,4,3,4,4,3,3,3,2,3,2,2
895,3,3,3,2,2,4,4,4,4,3,4,4,3,3,3,3,3,2,2
900,3,3,3,2,3,4,4,4,2,3,3,4,3,3,3,3,3,2,2
912,2,3,2,2,3,3,4,4,5,3,2,3,3,3,3,3,3,2,2
936,3,2,2,2,4,5,4,4,3,3,4,3,3,5,3,2,3,2,2
950,2,2,2,2,2,4,4,4,4,3,4,2,3,3,3,2,3,2,2
964,2,2,2,2,2,5,4,4,2,2,3,2,3,3,3,2,3,2,2
974,3,3,2,2,2,5,4,4,3,3,4,3,3,4,3,2,3,2,2
983,2,3,3,2,3,4,4,7,4,3,3,3,3,3,3,3,3,2,2
1010,2,3,2,2,2,4,4,4,4,2,4,2,3,3,3,3,3,2,2
1036,3,3,2,2,4,4,7,7,3,3,4,4,3,3,3,3,3,2,2
1038,2,3,2,2,2,4,4,4,4,3,4,3,3,3,3,2,3,2,2
1039,3,2,2,2,2,3,7,7,4,3,4,2,3,3,3,3,3,2,2
1046,3,3,2,2,2,4,7,4,3,2,4,2,3,3,3,2,3,2,2
1052,2,2,2,2,2,4,4,7,2,3,4,2,3,5,3,3,3,2,2
1069,2,2,2,2,2,4,4,4,4,3,4,4,3,3,3,2,3,2,2
1074,3,3,2,2,4,4,4,7,4,3,4,4,3,3,3,3,3,2,2
1081,2,2,2,2,2,5,4,4,3,2,3,2,3,3,3,3,3,2,2
1082,3,2,2,2,4,4,4,4,3,2,2,4,3,3,3,3,3,2,2
1087,3,3,2,2,3,4,4,7,4,3,4,3,3,3,3,3,3,2,2
1092,2,2,2,2,2,4,4,7,4,3,4,3,3,3,3,2,3,2,2
1098,3,3,3,2,3,4,7,4,4,3,4,4,3,3,3,3,2,2,2
1105,2,2,2,2,2,5,4,4,4,3,4,2,3,3,3,2,3,2,2
1106,2,2,2,2,2,5,7,7,4,2,3,2,3,3,3,2,3,2,2
1107,2,3,2,2,4,4,4,4,4,3,4,4,3,3,3,2,3,2,2
1137,2,2,2,2,2,5,4,4,2,2,3,3,3,3,3,3,3,2,2
1142,3,3,2,2,4,4,4,4,4,3,4,4,3,3,4,3,3,2,2
1150,2,2,2,2,1,4,7,4,2,2,3,2,3,3,3,3,3,2,2
1151,2,3,2,2,2,3,4,7,3,3,3,2,3,3,3,2,3,2,2
1156,3,3,3,2,3,4,4,7,4,3,4,4,4,3,4,3,2,2,2
1168,2,2,2,2,2,5,4,4,3,2,2,2,2,3,3,2,3,2,2
1171,3,3,2,2,4,4,7,4,4,3,4,2,3,3,3,3,3,2,2
1174,3,3,3,2,3,4,7,7,4,3,3,2,3,3,3,3,3,2,2
1180,3,3,2,2,4,5,4,6,5,3,4,3,3,3,3,2,3,2,2
1186,3,3,3,2,4,4,4,4,4,3,4,2,3,3,3,3,3,2,2
1187,2,2,2,2,2,5,5,4,4,2,3,3,3,3,3,2,2,2,2
1188,3,3,2,2,3,4,4,7,4,3,4,2,3,3,3,3,3,2,2
1192,3,3,3,2,4,4,7,4,4,3,4,2,3,3,3,3,2,2,2
1208,2,2,2,2,2,5,4,4,3,3,3,2,3,3,3,3,3,2,2
1215,2,2,2,2,2,4,5,4,4,2,2,2,3,3,3,2,3,2,2
1219,3,3,3,2,3,5,4,4,4,3,4,2,3,3,3,2,3,2,2
1237,2,3,2,2,3,5,7,4,3,2,4,2,3,3,3,2,3,2,2
1266,2,3,2,2,2,4,4,4,4,3,4,4,3,3,3,3,3,2,2
1268,2,3,2,2,2,3,4,4,4,3,3,4,2,3,3,2,3,2,2
1278,2,3,2,2,3,5,7,4,2,2,3,3,3,3,3,3,3,2,2
1281,2,2,2,2,2,4,7,4,4,3,4,2,3,3,3,3,3,2,2
1285,2,3,2,2,2,5,7,4,4,3,3,2,3,3,3,3,3,2,2
1289,2,3,2,2,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2
1295,3,3,2,2,3,4,7,7,5,3,4,3,3,3,3,3,3,2,2
1307,2,3,2,2,4,4,4,4,4,2,4,4,3,3,3,3,2,2,2
1321,2,3,2,2,2,3,4,4,4,3,4,4,3,3,4,3,3,2,2
1339,2,2,2,2,2,4,4,4,3,2,3,4,3,3,3,2,2,2,2
1346,2,2,2,2,2,5,4,4,4,3,4,4,3,3,3,2,3,2,2
1393,2,3,2,2,3,5,7,7,4,3,3,2,3,3,3,3,3,2,2
1396,2,2,2,2,2,5,4,4,3,2,3,3,3,3,3,1,2,2,2
1398,2,3,3,2,4,3,4,4,4,3,4,2,3,3,4,3,3,2,2
1413,3,2,2,2,3,3,4,4,4,3,4,4,3,3,3,2,3,2,2
1421,2,3,2,2,2,4,7,4,4,2,4,3,3,3,3,2,3,2,2
1424,2,2,2,2,2,5,4,6,3,2,2,3,3,3,3,2,2,2,2
1427,3,2,2,2,2,3,4,7,3,3,4,2,3,3,3,2,3,2,2
1434,3,3,2,2,4,4,4,4,2,3,4,4,3,3,3,2,3,2,2
1449,3,3,2,2,2,5,4,4,4,3,3,2,3,3,3,3,3,2,2
1518,3,3,4,2,4,3,4,7,4,3,4,3,3,3,3,3,3,2,2
1525,3,3,3,2,3,3,4,7,3,3,2,4,3,5,3,3,3,1,2
1537,3,3,2,2,4,3,7,7,4,3,4,2,3,3,3,2,3,2,2
1539,3,2,3,2,3,4,4,4,3,2,3,3,3,3,3,2,3,2,2
1545,2,2,2,2,2,6,4,7,4,2,4,3,3,3,3,2,3,2,2
1558,3,3,2,2,4,4,6,7,4,3,4,4,3,3,3,3,3,2,2
1559,3,4,2,2,2,3,7,4,4,3,4,2,3,3,3,3,3,2,2
1561,2,3,3,2,3,5,5,4,4,2,3,3,3,3,3,3,3,2,2
1569,3,3,2,2,2,4,4,4,4,3,4,3,3,3,3,3,3,2,2
1570,3,3,2,2,3,3,4,4,4,3,4,3,3,3,3,3,3,2,2
1587,2,3,3,2,3,3,4,7,3,3,3,3,3,3,3,3,3,2,2
1602,2,3,2,2,3,5,4,7,4,3,4,2,3,3,3,2,3,2,2
1629,3,3,2,2,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2
1647,2,3,2,2,2,4,4,7,4,3,3,2,3,3,3,2,3,2,2
1652,2,3,2,2,2,5,5,4,3,2,3,2,3,3,3,2,3,2,2
1656,2,3,2,2,2,4,4,4,4,3,4,2,3,3,3,3,3,2,2
1657,2,3,2,2,3,3,4,4,4,3,4,3,3,3,3,3,3,2,2
1659,2,3,3,2,2,4,7,4,3,3,4,3,3,3,3,3,3,2,2
1663,2,3,2,2,2,5,4,4,2,2,3,3,3,3,3,2,3,2,2
1675,3,2,2,2,2,4,4,4,4,3,4,2,3,3,3,3,3,2,2
1676,3,3,2,2,4,3,4,7,4,3,4,2,3,3,3,3,3,1,2
1681,2,2,2,2,4,5,4,7,4,2,3,2,3,3,3,3,3,2,2
1687,3,3,2,2,3,5,4,4,4,3,4,2,3,3,3,3,3,2,2
1694,2,2,2,2,2,3,4,4,3,2,3,3,3,3,3,3,3,2,2
1697,2,2,2,2,2,5,6,4,2,2,3,2,3,3,3,2,3,2,2
1700,2,3,2,2,2,3,7,4,4,3,4,4,2,3,3,2,3,2,2
1707,2,2,2,2,2,4,5,4,3,2,3,2,3,3,3,3,3,2,2
1714,3,3,2,2,4,4,4,7,4,3,2,2,3,3,3,3,3,2,2
1728,2,2,2,2,2,5,4,4,4,2,4,2,3,3,3,3,3,2,2
1736,3,2,2,2,2,5,4,4,3,3,4,2,3,3,3,3,3,2,2
1745,2,3,2,2,4,3,4,4,2,3,3,3,3,5,3,2,3,2,2
1749,3,3,3,2,4,4,7,4,4,3,3,4,3,5,3,3,3,2,2
1765,2,2,2,2,2,5,7,7,4,2,2,4,3,3,3,3,3,2,2
1767,2,2,2,2,2,5,7,7,3,2,3,2,3,3,3,3,3,2,2
1770,2,2,2,2,2,5,4,4,2,2,3,3,3,3,3,2,3,2,2
1790,3,3,2,2,4,3,4,4,4,3,4,4,3,3,3,2,3,2,2
1795,3,3,2,2,4,3,4,7,4,3,4,3,3,3,3,3,2,2,2
1796,2,3,2,2,3,3,7,4,3,3,3,2,3,3,3,3,3,2,2
1817,2,2,2,2,2,5,4,7,3,2,3,3,3,3,3,2,3,2,2
1823,2,2,2,2,2,3,4,4,2,3,3,2,3,3,3,3,3,2,2
1829,2,3,2,2,2,5,4,4,2,3,3,2,3,3,3,3,3,2,2
1832,3,3,3,2,4,4,7,7,4,3,4,2,3,3,3,3,3,2,2
1842,2,3,2,2,3,4,7,4,3,3,4,3,3,3,3,3,3,2,2
1843,2,2,2,2,2,4,4,4,2,2,3,2,3,3,3,3,3,2,2
1846,2,2,2,2,2,5,5,4,2,3,3,2,3,3,3,3,3,2,2
1854,3,3,3,2,4,4,4,7,4,3,4,2,3,3,3,2,3,2,2
1855,2,2,2,2,2,5,4,7,4,2,4,2,3,3,3,3,3,2,2
1857,3,3,2,2,4,4,4,7,3,3,4,4,3,3,3,3,3,2,2
1868,2,3,2,2,2,4,4,4,3,3,4,2,3,3,3,3,3,2,2
1889,2,3,2,2,4,4,4,7,4,3,4,2,3,3,3,3,3,2,2
1890,2,3,2,2,4,4,4,4,4,3,4,2,3,3,3,3,3,2,2
1892,3,3,3,2,3,5,4,4,4,2,4,3,3,3,3,2,3,2,2
1894,2,2,2,2,2,5,4,4,4,2,3,2,3,3,3,3,3,2,2
1902,3,2,2,2,2,5,7,4,3,3,3,2,3,3,3,3,3,2,2
1906,2,3,2,2,2,3,7,7,4,3,4,2,3,3,3,2,2,2,2
1922,3,2,2,2,2,5,4,4,3,2,2,4,3,3,3,2,3,2,2
1929,3,3,3,2,2,4,4,7,4,3,3,3,3,3,3,2,3,2,2
1951,2,2,2,2,2,4,4,6,4,2,3,4,3,3,3,3,3,2,2
1956,2,3,2,2,3,4,7,7,3,3,4,4,3,3,3,2,2,2,2
1961,2,3,2,2,3,3,7,4,3,3,4,2,3,3,3,2,3,2,2
1967,3,3,3,2,4,4,4,7,4,2,4,2,3,3,3,2,3,2,2
1980,3,4,4,2,4,4,4,7,4,3,4,2,3,3,3,3,3,2,2
1987,2,3,2,2,2,5,4,4,2,3,4,2,2,3,3,3,3,2,2
1991,3,3,2,2,2,4,7,4,4,3,4,4,3,3,3,3,3,2,2
1992,3,3,2,2,2,4,7,4,3,3,2,2,3,3,3,3,3,2,2
1993,3,3,2,2,4,4,4,7,4,3,4,2,3,3,4,3,2,2,2
2000,3,2,3,2,3,3,4,4,4,3,4,3,3,3,3,3,3,2,2
2002,2,3,2,2,2,5,4,4,3,2,3,2,3,3,3,3,3,2,2
2009,3,3,3,2,4,3,4,7,4,3,4,4,3,3,3,3,3,2,2
2010,3,3,3,2,3,4,7,7,4,3,4,3,3,3,3,2,3,2,2
2012,3,2,2,2,2,3,4,7,4,3,4,2,3,3,3,3,3,2,2
2026,2,3,2,2,2,5,4,4,3,2,3,3,3,3,3,3,3,2,2
2027,3,3,3,2,3,5,4,7,4,3,4,4,3,5,3,2,3,2,2
2056,2,3,2,2,2,5,4,4,4,2,3,3,3,3,3,2,3,2,2
2060,2,3,2,2,2,6,4,4,4,3,4,2,3,3,3,2,3,2,2
2063,3,3,2,2,2,4,4,4,4,3,4,2,3,3,3,3,3,2,2
2067,3,3,2,2,4,4,4,6,4,3,4,2,3,3,3,2,3,2,2
2077,3,3,2,2,4,5,4,7,4,3,3,2,3,3,3,3,3,2,2
2079,2,3,2,2,2,5,5,4,3,2,3,3,3,3,3,2,3,2,2
2083,2,2,2,2,2,5,4,7,4,2,3,3,3,3,3,3,3,2,2
2086,3,2,2,2,2,5,4,4,4,3,4,2,3,3,3,2,3,2,2
2089,2,3,2,2,2,3,4,4,4,2,4,3,3,3,3,2,3,2,2
2093,2,2,2,2,2,3,7,4,4,3,3,2,3,3,3,3,3,2,2
2106,3,3,3,2,4,4,7,7,2,3,4,3,3,3,3,2,2,2,2
2119,3,3,3,2,3,4,4,4,4,3,4,4,3,3,3,3,3,2,2
2153,2,2,2,2,2,5,4,4,2,3,3,2,3,3,3,3,3,2,2
2156,2,3,2,2,2,5,4,4,4,2,2,2,3,3,3,2,3,2,2
2167,2,3,2,2,4,4,4,7,3,3,4,3,3,3,3,3,3,2,2
2177,2,3,2,2,4,4,4,4,4,3,4,2,3,3,3,3,3,2,2
2181,2,3,3,2,4,4,4,7,4,3,2,2,3,3,3,2,3,2,2
2228,2,3,2,2,2,5,7,7,4,3,3,3,3,5,3,2,3,2,2
2235,2,2,2,1,2,4,4,4,3,3,3,2,3,3,3,3,3,2,2
2240,3,3,2,2,3,3,7,4,4,3,4,2,3,3,4,3,3,2,2
2249,2,2,2,2,2,3,4,4,4,2,3,2,3,3,3,3,3,2,2
2264,2,2,2,2,2,5,4,4,4,2,3,2,3,3,3,3,3,2,2
2317,2,3,2,2,3,4,4,4,4,3,4,2,3,3,4,3,3,2,2
2327,2,3,3,2,2,4,4,4,4,3,4,2,3,3,3,3,3,2,2
2337,2,3,2,2,4,4,4,4,4,3,4,3,3,3,3,3,3,2,2
2347,2,3,2,2,4,5,4,7,4,3,4,4,3,3,3,2,3,2,2
2358,2,3,2,2,2,5,4,4,4,2,3,2,3,3,3,2,3,2,2
2359,2,2,2,2,2,4,4,4,4,2,3,2,3,3,3,3,3,2,2
2368,2,2,2,2,2,5,4,7,4,2,2,2,3,3,3,2,3,2,2
2378,3,3,3,2,4,4,4,4,4,3,4,3,3,3,3,3,3,2,2
2415,3,3,2,2,2,4,4,4,4,2,4,2,3,3,3,3,3,2,2
2440,2,3,2,2,4,4,7,4,4,3,4,2,3,3,3,3,3,2,2
2458,3,3,2,2,2,5,4,4,2,3,3,2,3,3,3,3,3,2,2
2466,3,3,4,2,4,3,7,7,4,3,4,2,3,3,3,5,3,2,2
2484,2,2,2,2,2,4,4,7,3,2,4,2,2,3,3,2,3,2,2
2491,2,2,2,2,2,4,4,4,4,3,4,2,2,3,3,2,3,2,2
2495,3,3,2,2,3,4,7,4,3,3,3,2,3,3,3,3,3,2,2
2520,2,3,2,2,2,5,7,7,3,2,4,3,3,3,3,2,3,2,2
2521,3,3,2,2,4,4,6,6,2,3,3,4,3,3,3,3,3,2,2
2524,3,3,2,2,4,4,4,4,4,3,4,4,3,3,3,2,2,2,2
2545,2,3,4,2,4,3,7,4,4,3,4,3,5,3,3,4,3,2,2
2573,3,2,2,2,2,5,6,7,4,2,4,4,3,3,3,2,3,2,2
2582,2,3,2,2,3,4,4,4,3,2,3,3,3,3,3,3,3,2,2
2610,2,3,3,2,3,5,4,4,4,3,4,2,3,3,3,3,3,2,2
2619,2,3,2,2,2,5,4,4,5,3,4,4,3,3,3,3,3,2,2
2631,2,3,2,2,2,5,4,4,3,2,4,4,3,3,3,2,3,2,2
2640,2,2,2,2,2,5,4,4,4,2,2,2,3,3,3,3,3,2,2
2646,2,2,2,2,4,4,4,4,4,3,4,2,3,3,3,3,2,2,2
