,op4trust,tr3cgmnz,tr3bcraz,qfnrincr,q4samesm,op7gdevo,q7wwhhx,q7jbmmcc,q7mgcc,q5gveqaa,opincdif,opnucpol,stalllf,nofutr,sfmhdprs,op5happz,opnbmtcn,wllive,mempltgp
895,3,1,1,2,2,5,6,4,6,1,1,4,5,1,5,5,1,1,2
900,3,3,2,2,4,3,1,7,1,4,1,2,3,3,3,1,4,3,2
912,1,3,1,2,4,4,6,7,1,1,1,2,3,2,5,1,4,1,2
936,3,3,1,2,2,6,6,6,1,1,1,2,4,5,5,2,2,1,2
950,1,3,1,2,1,5,5,4,1,2,2,2,1,3,3,1,3,1,2
964,4,3,3,2,4,4,1,1,1,1,1,4,3,2,5,1,3,1,2
974,1,2,2,2,4,5,6,1,1,2,1,2,3,3,4,1,4,1,2
983,3,2,3,2,1,4,1,7,3,1,1,2,3,5,5,1,4,3,2
1010,4,3,3,2,3,2,6,4,1,1,3,2,2,3,5,3,2,2,2
1036,3,3,3,2,4,6,7,6,3,3,1,2,2,3,5,1,1,2,2
1038,2,3,3,1,3,4,4,5,1,1,1,2,1,4,3,2,3,2,2
1039,3,3,1,1,2,6,7,6,1,1,1,2,2,3,5,1,3,3,2
1046,3,3,3,2,3,5,4,5,1,3,1,2,2,4,5,1,2,2,2
1052,2,2,2,1,3,5,1,5,1,1,1,2,5,3,5,1,3,2,2
1069,3,1,2,1,3,4,6,1,1,1,1,1,4,3,5,1,2,1,2
1074,4,2,2,2,2,6,4,2,1,2,1,2,2,3,5,1,4,1,2
1081,1,1,3,1,2,5,5,1,1,1,3,4,2,2,5,1,2,1,2
1082,1,3,3,2,2,6,6,4,2,2,4,2,3,4,5,2,3,2,2
1087,3,3,3,2,4,3,1,7,1,3,2,3,3,3,5,4,5,1,2
1092,2,3,2,1,4,5,3,5,1,2,1,2,4,3,5,4,2,2,2
1098,2,3,4,1,3,4,4,1,1,3,6,2,2,3,5,1,2,1,2
1105,1,2,1,1,3,4,6,5,1,3,1,2,4,3,4,2,4,1,2
1106,1,3,2,1,4,7,6,3,1,1,1,1,1,2,5,1,2,1,2
1107,3,3,3,1,3,5,4,1,3,1,5,4,2,4,5,1,4,1,2
1137,1,3,3,1,4,3,4,1,1,1,1,2,4,4,4,1,2,1,2
1142,1,4,3,2,4,2,6,6,1,3,1,2,3,3,5,5,3,1,2
1150,1,1,3,1,3,4,3,1,1,1,1,2,1,3,5,1,2,1,2
1151,3,3,1,1,4,2,5,7,1,1,2,2,3,2,5,1,4,1,2
1156,2,2,4,2,4,5,6,1,1,3,6,2,5,2,3,2,3,1,2
1168,1,2,2,2,3,6,5,4,2,1,1,2,1,1,5,1,3,1,2
1171,1,3,2,2,4,4,4,1,1,2,1,2,3,3,4,1,3,1,2
1174,2,3,1,2,4,5,6,4,6,2,1,2,3,2,5,1,4,3,2
1180,3,2,3,2,4,3,6,6,1,2,2,2,4,3,3,2,2,1,2
1186,2,3,3,2,4,3,4,4,5,2,2,2,5,3,5,1,3,2,2
1187,1,3,2,1,1,6,2,6,1,1,1,2,1,3,5,1,2,1,2
1188,1,1,2,2,4,7,6,6,3,5,3,2,3,5,5,3,3,1,2
1192,2,4,2,2,2,6,4,4,1,2,1,2,4,4,4,2,3,1,2
1208,2,3,3,2,2,5,3,6,3,1,3,2,1,4,5,2,4,1,2
1215,2,3,2,2,4,3,5,5,1,1,2,2,2,3,5,1,2,2,2
1219,3,3,2,2,1,3,5,7,1,1,1,1,2,4,5,2,3,3,2
1237,1,3,3,1,1,5,4,1,1,1,1,2,2,5,5,1,5,2,2
1266,3,3,3,2,4,4,4,2,1,1,1,1,3,3,3,3,4,1,2
1268,2,2,2,1,3,4,4,2,1,1,4,2,2,5,3,1,4,2,2
1278,2,2,1,2,4,6,6,6,1,1,2,2,2,3,5,1,3,1,2
1281,3,2,3,1,3,5,4,7,4,1,3,2,2,2,5,3,4,1,2
1285,4,3,2,1,4,5,6,1,1,1,1,2,3,3,5,1,3,1,2
1289,1,2,2,2,2,5,6,6,1,2,2,2,2,3,5,1,2,2,2
1295,3,2,3,2,4,2,7,7,1,5,1,2,4,3,5,1,4,2,2
1307,1,2,2,2,2,3,6,3,2,1,2,2,2,3,5,3,3,1,2
1321,1,3,1,1,4,7,7,1,1,1,1,2,3,5,5,1,4,1,2
1339,1,1,3,2,2,4,1,4,2,1,1,1,2,3,5,3,4,1,2
1346,1,3,3,1,4,4,7,6,1,1,2,2,3,3,5,1,3,1,2
1393,2,4,2,2,2,3,7,4,1,1,1,2,4,5,5,1,5,2,2
1396,1,2,3,2,2,6,4,1,3,2,1,4,1,3,3,1,1,1,2
1398,4,3,2,2,4,4,5,6,1,3,1,2,2,5,4,2,5,1,2
1413,2,3,2,2,4,3,4,6,1,1,1,3,3,3,5,3,3,1,2
1421,3,3,2,2,4,4,4,6,1,2,4,4,2,3,5,5,4,3,2
1424,2,3,2,1,2,5,2,5,2,2,2,2,1,3,5,1,3,2,2
1427,1,3,2,2,4,4,5,5,1,3,1,2,1,4,5,1,3,2,2
1434,3,3,2,2,4,4,4,1,1,1,1,2,3,3,5,1,3,1,2
1449,3,3,3,1,1,6,6,6,6,1,1,1,3,1,3,1,2,2,2
1518,3,1,3,1,4,5,1,1,6,3,1,2,2,5,3,2,2,3,2
1525,3,4,3,2,1,5,1,6,1,1,1,2,4,5,5,4,3,1,2
1537,2,3,3,2,1,2,4,5,1,1,1,2,5,5,5,2,1,2,2
1539,2,3,2,2,3,4,5,6,1,3,4,4,1,3,3,3,3,3,2
1545,4,3,3,2,1,5,1,4,5,3,1,2,4,3,5,2,4,1,2
1558,4,2,2,2,4,6,4,6,1,2,2,2,4,3,5,5,3,2,2
1559,1,4,3,2,1,4,5,5,6,1,2,1,2,2,3,1,3,1,2
1561,2,3,3,1,4,5,2,1,1,1,1,2,1,1,5,1,3,1,2
1569,4,2,2,2,3,5,6,4,2,2,1,2,2,3,3,1,1,1,2
1570,1,3,2,2,4,2,7,4,1,3,1,2,3,3,5,1,3,3,2
1587,2,3,2,2,4,5,3,5,1,3,1,2,4,1,5,5,3,1,2
1602,4,3,2,2,3,2,6,6,1,1,4,2,2,2,3,3,5,1,2
1629,1,3,2,2,4,5,7,6,1,1,1,4,2,3,5,1,3,3,2
1647,2,3,3,2,1,4,3,3,1,2,1,4,3,3,5,1,4,2,2
1652,1,3,3,1,1,3,5,2,1,1,1,2,1,3,5,1,3,1,2
1656,3,3,2,2,4,7,6,5,4,2,2,2,3,3,3,5,4,1,2
1657,1,3,1,2,4,7,4,5,1,1,1,2,3,3,5,4,3,1,2
1659,1,2,2,2,2,4,6,1,1,2,1,4,3,3,4,1,4,2,2
1663,1,2,2,2,1,4,3,2,1,4,1,2,3,5,5,1,3,2,2
1675,1,2,1,1,2,4,6,1,4,1,2,2,4,3,5,1,4,1,2
1676,4,3,1,1,4,5,1,6,1,3,1,2,5,1,3,5,3,1,2
1681,1,3,1,1,2,4,7,6,1,3,1,2,3,3,5,3,3,1,2
1687,4,3,1,2,4,5,4,4,4,1,3,1,5,4,3,1,4,1,2
1694,1,3,1,2,3,4,3,1,1,2,1,2,1,3,5,1,3,1,2
1697,4,2,4,1,1,4,6,6,1,2,3,2,3,2,4,1,2,1,2
1700,2,3,2,2,2,5,4,6,1,2,1,2,3,4,5,1,3,1,2
1707,1,3,1,1,2,6,1,1,1,1,1,2,1,3,5,1,2,1,2
1714,1,2,3,2,4,7,7,6,2,3,1,3,3,5,3,3,5,1,2
1728,1,3,2,2,2,4,4,5,2,3,1,2,3,4,5,1,3,1,2
1736,2,3,3,2,1,4,6,4,1,4,4,2,4,4,3,1,3,1,2
1745,3,2,2,2,2,4,6,4,1,1,4,2,1,3,5,2,3,1,2
1749,1,3,3,2,4,4,5,3,5,1,4,2,1,3,3,1,4,1,2
1765,2,3,3,1,3,5,5,4,1,1,1,1,1,5,5,1,4,1,2
1767,2,3,2,1,3,5,6,1,1,1,1,2,2,2,5,1,2,3,2
1770,4,2,2,2,3,3,2,1,1,1,1,3,3,3,3,1,4,1,2
1790,1,3,1,2,2,6,4,3,2,1,1,4,3,5,5,1,2,1,2
1795,4,4,3,2,4,4,7,4,3,1,2,2,2,3,5,5,4,1,2
1796,1,2,2,2,2,2,5,3,1,1,1,2,2,3,5,1,3,1,2
1817,2,3,3,1,2,3,4,2,1,1,1,4,1,2,3,1,2,1,2
1823,2,3,3,2,4,3,7,1,1,3,2,3,3,3,4,1,3,1,2
1829,2,3,2,2,2,3,6,1,1,1,1,2,4,5,3,1,2,2,2
1832,3,3,3,2,2,2,4,1,1,4,1,2,3,2,5,4,4,1,2
1842,3,3,3,2,4,3,7,5,1,3,3,2,5,4,4,1,4,1,2
1843,3,1,3,2,4,6,1,6,5,2,5,1,5,3,5,1,3,1,2
1846,3,3,3,2,4,6,6,7,1,1,1,2,3,5,5,2,4,3,2
1854,3,4,2,2,4,6,7,6,1,3,3,4,3,2,5,2,3,3,2
1855,1,3,3,1,2,5,5,6,4,3,1,2,2,3,5,1,3,1,1
1857,3,4,3,2,3,5,7,4,3,1,2,2,5,2,5,1,3,2,2
1868,3,2,2,2,3,5,7,1,1,1,2,2,2,3,5,3,2,2,2
1889,2,4,3,2,4,6,7,1,1,3,4,2,2,5,5,3,3,1,2
1890,3,3,3,2,4,5,4,5,1,3,1,2,4,3,3,3,4,1,2
1892,3,1,2,2,4,6,4,4,6,3,3,3,4,5,4,2,5,1,2
1894,1,3,1,2,4,5,4,4,5,3,1,2,1,3,3,1,4,1,2
1902,1,3,1,2,4,5,6,4,1,2,2,2,2,3,5,3,2,3,2
1906,2,3,2,2,1,4,6,6,2,1,3,2,2,5,5,2,4,1,2
1922,1,3,2,2,4,3,5,3,1,1,1,4,3,3,5,2,5,2,2
1929,2,3,2,1,3,5,6,6,1,3,4,4,2,5,5,4,3,2,2
1951,2,3,2,1,2,5,4,4,1,3,2,1,2,1,5,1,3,1,2
1956,3,3,2,2,4,6,6,4,1,1,4,3,3,5,4,2,4,1,2
1961,1,2,2,2,2,5,4,7,1,1,1,2,2,2,3,2,3,1,2
1967,1,3,3,2,2,5,7,5,1,4,1,2,3,3,5,5,4,2,2
1980,1,2,3,2,2,3,3,3,4,1,3,5,2,2,5,5,4,2,2
1987,2,3,2,2,2,5,4,4,1,2,1,2,3,5,5,3,2,1,2
1991,1,2,4,2,3,6,6,6,6,3,1,4,2,1,3,2,3,1,2
1992,4,3,3,2,2,5,6,5,1,2,1,2,3,3,3,1,4,1,2
1993,4,4,3,2,4,7,6,1,1,4,4,2,2,3,4,1,3,1,2
2000,1,2,2,2,3,6,5,4,1,1,1,2,2,3,4,3,3,1,2
2002,1,3,3,1,4,6,1,1,1,3,1,2,2,3,5,3,2,1,2
2009,3,3,2,1,2,2,6,1,1,3,1,5,5,3,5,3,3,1,2
2010,2,3,3,2,4,5,6,6,1,2,2,4,5,3,5,5,5,3,2
2012,1,2,3,2,3,4,4,6,4,1,1,4,2,3,5,2,4,1,2
2026,2,3,2,2,3,3,6,6,1,2,3,2,1,4,5,1,3,1,2
2027,2,2,3,2,4,3,3,6,1,2,3,1,3,1,5,1,4,3,2
2056,2,3,3,2,2,4,4,4,1,2,1,2,2,3,5,1,1,1,2
2060,3,3,2,2,4,6,6,4,1,3,1,2,5,3,3,5,3,3,2
2063,1,2,1,2,4,4,4,7,2,3,1,2,2,5,5,2,2,1,2
2067,1,2,2,2,4,5,6,4,1,1,1,2,3,3,5,3,1,1,2
2077,1,3,3,2,1,5,6,4,1,2,6,2,2,3,5,2,3,1,2
2079,2,3,2,2,2,2,2,4,1,3,1,2,2,5,3,1,2,1,2
2083,3,3,3,1,2,6,4,5,6,2,1,1,1,2,3,1,3,1,2
2086,4,3,1,2,2,4,4,4,1,3,2,2,3,3,5,3,2,1,2
2089,3,3,1,2,2,4,4,5,1,2,1,2,3,3,5,1,3,3,2
2093,3,3,1,1,2,5,5,6,4,2,1,4,1,2,4,1,3,3,2
2106,1,3,1,2,4,5,6,1,1,1,3,2,1,3,5,1,3,1,2
2119,3,2,2,2,4,4,5,6,1,2,3,2,4,3,5,4,4,3,2
2153,2,1,2,1,2,4,4,5,1,1,1,2,1,5,4,1,2,3,2
2156,2,3,1,1,1,4,4,5,1,3,1,2,4,3,5,1,3,1,2
2167,3,2,3,2,2,4,6,6,1,1,1,2,1,5,5,1,3,1,2
2177,2,1,3,2,3,4,6,3,1,5,1,3,3,3,3,5,2,2,2
2181,3,3,2,2,4,4,6,4,3,5,1,2,1,4,4,5,3,1,2
2228,3,3,3,2,2,3,6,6,2,1,1,2,2,3,5,1,3,3,2
2235,2,2,1,1,2,4,5,5,1,1,1,2,1,5,3,3,3,2,2
2240,3,3,3,1,2,7,1,5,1,1,1,2,5,3,3,2,3,2,2
2249,1,3,2,2,3,6,7,1,1,1,3,2,2,3,5,1,2,1,2
2264,2,3,3,2,2,4,7,1,1,1,1,2,1,3,3,3,3,3,2
2317,4,1,3,2,4,5,7,2,1,2,2,2,4,3,5,5,1,1,2
2327,4,3,3,2,2,5,6,4,1,3,1,2,3,3,3,2,3,2,2
2337,2,2,2,2,3,6,4,4,1,3,5,1,3,2,5,1,3,2,2
2347,1,3,2,2,4,6,4,6,1,2,3,2,2,5,5,2,2,2,2
2358,1,3,3,2,2,5,7,4,1,1,1,4,3,3,5,2,3,1,2
2359,3,1,2,2,2,4,4,4,4,1,4,2,3,3,5,5,3,2,2
2368,1,3,2,1,4,4,4,6,6,2,1,3,2,4,4,1,4,1,2
2378,1,2,4,2,3,6,6,4,2,3,1,2,5,2,3,5,3,1,2
2415,3,3,4,2,4,3,5,6,1,5,1,2,5,5,4,2,4,2,2
2440,2,3,2,1,4,3,4,3,1,1,3,4,4,2,3,5,4,3,2
2458,2,4,3,1,4,5,6,4,1,1,1,2,4,3,3,2,3,3,2
2466,1,4,3,2,4,4,4,7,2,4,1,1,3,3,5,1,5,2,2
2484,3,3,2,1,4,5,6,7,5,4,4,2,3,2,3,2,3,3,2
2491,1,3,1,2,2,4,4,6,1,1,1,2,3,3,5,1,2,1,2
2495,1,3,3,1,4,5,4,5,1,2,1,2,3,3,5,1,3,1,2
2520,3,3,3,2,4,2,6,5,1,4,2,4,3,3,3,2,2,3,2
2521,3,2,4,2,3,3,1,5,1,3,1,4,4,3,5,1,1,1,2
2524,3,3,2,2,4,3,4,7,1,3,1,2,2,4,5,5,4,1,2
2545,2,3,2,2,2,5,6,7,2,1,1,1,5,5,3,3,4,3,2
2573,2,2,2,2,2,5,6,3,1,2,1,2,1,4,5,2,4,2,2
2582,3,1,3,1,3,7,6,6,1,2,1,2,3,4,5,1,3,1,2
2610,2,3,3,2,2,4,6,1,1,1,4,2,2,3,5,2,4,1,2
2619,1,4,3,2,3,4,4,6,1,2,4,2,2,3,5,3,3,1,2
2631,3,2,3,2,4,6,4,6,1,2,1,2,4,3,5,2,4,3,2
2640,2,3,2,2,2,6,3,4,1,2,1,2,2,3,5,1,4,2,2
2646,2,2,3,2,3,5,6,4,1,1,1,2,1,3,3,1,4,1,2
