,op4trust,tr3cgmnz,tr3bcraz,qfnrincr,q4samesm,op7gdevo,q7wwhhx,q7jbmmcc,q7mgcc,q5gveqaa,opincdif,opnucpol,stalllf,nofutr,sfmhdprs,op5happz,opnbmtcn,wllive,mempltgp
348,2,3,1,2,2,4,1,5,1,3,1,2,4,3,3,1,3,3,2
351,2,3,2,1,2,4,6,5,1,3,1,2,4,3,3,2,5,3,2
369,2,3,3,2,3,4,1,5,2,1,1,2,2,5,3,1,1,1,2
378,1,3,3,2,4,5,6,4,1,1,1,2,2,2,5,1,3,1,2
382,1,4,3,2,1,4,4,7,2,1,4,4,3,5,5,1,4,3,2
392,1,3,3,2,4,2,6,4,3,5,1,4,5,5,4,3,2,3,2
398,1,3,3,2,4,1,6,6,1,4,1,2,4,5,3,3,2,1,2
402,1,3,3,2,3,2,3,4,1,2,1,2,3,3,3,1,4,2,2
414,1,3,3,2,1,6,6,1,1,1,1,2,1,3,5,1,2,1,2
427,2,4,4,2,2,6,4,4,3,3,3,2,4,3,4,1,3,2,2
428,3,3,3,2,2,3,6,6,2,3,1,5,3,1,3,5,5,2,2
441,3,3,1,2,2,4,1,1,1,1,3,2,2,3,5,1,5,1,2
453,2,3,2,1,4,6,5,3,4,2,1,2,1,4,3,3,3,2,2
463,2,2,1,1,2,5,7,6,1,1,1,4,1,3,5,2,2,1,2
464,2,2,3,1,4,3,5,6,1,3,1,1,3,3,5,3,4,3,2
467,1,3,1,2,4,7,5,5,3,2,1,2,4,1,5,3,4,2,2
474,2,3,2,2,3,5,4,6,1,2,1,2,1,3,3,4,4,2,2
476,4,3,3,2,3,2,6,3,5,5,1,2,5,1,3,5,4,2,2
484,1,2,3,1,4,6,4,4,1,1,1,2,1,5,3,1,3,1,2
498,4,1,2,2,4,3,2,5,1,2,3,2,3,4,5,1,2,3,2
529,2,2,3,2,2,3,5,4,1,2,3,3,3,2,3,1,2,2,2
544,1,3,1,2,3,3,6,5,2,2,1,2,3,4,3,1,2,3,2
551,1,3,2,1,4,5,1,1,1,1,1,1,4,3,3,1,4,2,2
560,1,4,2,2,2,6,4,4,3,1,1,5,1,4,3,1,4,2,2
594,2,3,3,1,3,6,4,1,1,3,1,4,1,3,4,1,4,2,2
596,3,2,4,2,2,4,5,1,1,1,1,4,5,5,4,4,3,3,2
616,1,3,1,2,1,3,6,7,1,3,1,2,1,2,5,1,3,2,2
673,3,3,2,2,2,6,4,3,1,3,2,2,3,1,5,1,3,2,2
680,3,4,2,1,3,7,5,4,1,1,2,4,1,2,3,1,3,1,2
685,2,3,3,2,4,2,6,2,1,2,1,3,3,3,3,2,4,1,2
691,2,2,2,2,3,5,6,4,4,1,1,4,4,3,5,2,4,2,2
694,2,2,3,2,2,6,7,4,1,3,6,5,5,3,5,4,4,3,2
701,1,2,4,2,2,5,6,6,2,1,1,4,5,5,3,2,5,2,2
710,3,3,2,2,4,6,6,4,1,2,1,4,3,3,3,2,3,3,2
716,4,3,2,1,1,7,6,6,2,3,3,2,3,3,3,3,3,1,2
717,2,3,2,1,2,7,5,6,2,2,3,4,4,2,4,2,4,2,2
748,1,3,1,1,2,6,5,3,1,1,1,2,1,2,3,2,2,1,2
768,4,2,3,2,4,2,6,3,1,2,1,2,3,3,4,2,4,1,2
775,4,2,2,1,3,5,2,3,2,1,1,2,4,3,4,2,2,1,2
779,4,2,1,2,3,3,7,3,1,2,1,3,3,2,3,2,2,1,2
797,3,3,3,2,3,3,5,1,1,1,1,2,3,1,5,1,3,3,2
801,3,3,2,2,3,2,4,5,2,1,1,4,5,3,3,5,5,2,2
812,3,1,2,2,4,3,5,1,6,4,3,2,1,3,3,2,5,1,2
815,3,3,3,2,4,5,5,4,1,1,1,2,3,2,4,3,3,1,2
822,1,2,3,2,3,6,7,6,3,1,1,5,4,3,3,5,4,3,2
856,2,2,4,2,4,2,6,3,4,1,3,2,5,1,3,4,4,3,2
864,4,4,3,2,2,6,6,5,1,1,4,2,3,3,3,3,4,1,2
873,3,3,2,2,4,6,4,6,3,4,2,4,3,3,4,5,3,1,2
878,4,1,2,2,4,5,6,4,1,2,1,4,2,5,5,4,5,3,2
880,1,3,2,2,3,4,6,6,1,2,1,4,4,2,5,1,5,2,2
887,3,1,3,2,2,5,6,6,2,2,1,2,3,3,4,2,3,1,2
890,2,3,3,2,3,5,5,2,1,1,1,4,5,3,4,3,3,3,2
895,3,2,3,2,4,6,2,4,2,1,2,2,2,5,3,1,3,1,2
900,3,3,3,2,3,5,6,6,1,2,1,5,1,3,5,1,2,1,2
912,2,3,2,2,2,4,4,3,1,2,2,1,4,1,4,1,2,2,2
936,2,3,3,2,3,5,4,1,1,1,1,4,3,4,3,1,4,1,2
950,4,3,3,2,3,5,6,1,3,1,1,1,3,3,5,1,3,3,2
964,2,3,2,1,3,5,7,6,1,2,1,2,1,3,3,1,2,1,2
974,2,4,2,1,2,4,6,6,1,1,1,4,3,2,3,3,4,3,2
983,2,2,3,2,3,5,7,7,1,4,3,2,3,3,5,1,3,2,2
1010,2,3,3,2,2,3,4,4,4,2,1,3,5,3,3,1,4,2,2
1036,3,4,3,2,3,5,6,1,1,4,4,2,5,5,3,2,4,3,2
1038,1,2,1,2,2,2,6,4,1,1,1,4,2,3,5,1,3,1,2
1039,2,3,1,1,2,4,2,4,1,4,1,3,2,3,3,1,5,1,2
1046,3,3,3,1,2,5,4,4,1,3,3,2,1,4,4,3,4,2,2
1052,1,2,2,1,2,4,1,1,1,1,1,4,2,4,4,1,2,1,2
1069,2,3,2,2,3,7,6,1,1,1,1,2,5,2,3,1,3,2,2
1074,2,3,3,2,1,7,6,7,1,1,1,4,2,3,5,1,4,3,2
1081,1,3,2,1,2,4,7,1,1,2,1,2,1,2,3,1,2,2,2
1082,2,3,3,2,2,4,6,6,4,1,1,4,5,2,3,4,2,3,2
1087,3,3,3,2,4,3,7,7,1,2,4,5,5,5,5,5,3,1,2
1092,3,3,2,1,3,2,4,6,2,1,3,2,2,3,4,1,3,2,2
1098,4,1,3,2,4,4,7,4,3,1,1,4,4,2,3,2,4,1,2
1105,1,2,1,2,2,4,6,6,2,2,1,2,3,3,5,1,4,2,2
1106,2,3,1,2,2,3,5,3,1,1,1,2,1,3,3,1,3,2,2
1107,3,3,2,1,3,4,4,1,1,3,3,2,2,2,4,1,3,1,2
1137,2,3,1,1,3,6,5,7,1,2,1,2,2,3,3,1,2,1,2
1142,2,3,2,2,3,4,4,4,4,1,1,2,3,3,4,2,2,2,2
1150,2,3,3,2,3,6,6,4,1,1,1,2,1,3,4,1,2,1,2
1151,3,3,3,2,4,4,6,3,1,1,1,2,1,3,5,1,2,1,2
1156,3,4,3,2,4,7,4,6,1,2,5,1,2,5,3,1,4,1,2
1168,2,2,3,1,3,5,6,7,1,1,1,2,3,3,5,1,2,2,2
1171,4,3,2,2,4,4,6,6,1,2,3,3,2,5,4,5,5,4,2
1174,3,3,2,2,2,3,5,1,5,1,1,2,2,3,5,1,3,1,2
1180,2,4,2,2,3,4,1,6,1,1,2,3,2,4,5,1,3,1,2
1186,2,3,2,2,4,2,7,7,2,2,4,4,5,2,4,5,3,2,2
1187,1,2,1,1,1,5,4,1,1,1,1,2,1,3,3,2,2,3,2
1188,2,4,2,1,4,7,6,6,2,3,1,3,5,3,5,2,1,1,2
1192,2,2,3,2,4,7,6,6,1,1,1,2,2,3,5,1,4,1,2
1208,2,2,2,2,2,4,7,1,1,4,1,2,1,1,3,1,3,2,2
1215,1,3,2,2,3,5,3,3,1,1,3,2,2,3,3,1,1,2,2
1219,3,3,2,1,1,3,7,6,1,2,1,3,5,1,5,3,3,2,2
1237,1,2,3,2,2,5,6,1,1,1,1,2,3,5,3,1,2,3,2
1266,2,3,2,2,2,5,6,7,2,3,1,4,3,2,3,1,5,3,2
1268,2,3,3,1,2,4,2,4,1,1,1,4,4,4,3,1,3,1,2
1278,1,4,2,2,4,4,5,1,1,1,1,2,2,2,5,1,4,2,2
1281,3,4,1,2,4,4,6,4,2,1,1,5,5,4,3,5,4,3,2
1285,1,2,2,1,1,4,2,4,1,1,1,2,3,1,3,1,4,1,2
1289,1,2,1,1,4,5,6,1,1,1,4,2,1,2,3,1,5,1,2
1295,1,3,3,2,4,6,6,6,1,5,1,2,5,3,3,5,4,2,2
1307,3,2,3,2,2,4,5,4,1,5,1,2,4,3,5,3,4,2,2
1321,4,3,2,2,4,6,7,6,1,3,1,1,3,3,3,3,3,3,2
1339,2,2,2,2,1,3,5,5,1,2,2,2,2,3,3,1,1,1,2
1346,4,3,2,2,2,5,6,5,1,1,1,2,2,3,3,1,1,2,2
1393,1,3,1,2,2,6,7,1,3,4,1,2,5,2,4,3,2,3,2
1396,1,2,2,2,2,4,3,1,1,1,1,3,1,5,5,2,3,1,2
1398,2,3,3,2,4,5,4,4,2,3,1,4,5,5,4,1,4,2,2
1413,2,2,2,2,4,2,6,4,1,1,1,2,3,3,3,3,3,2,2
1421,3,3,3,2,4,2,6,7,1,3,1,2,4,1,3,1,3,1,2
1424,1,2,2,1,2,4,2,7,1,2,1,4,3,3,4,1,3,1,2
1427,1,3,1,1,2,4,4,2,1,1,1,2,1,1,4,1,4,3,2
1434,2,3,3,2,4,4,4,1,1,3,1,1,4,4,4,1,5,3,2
1449,4,3,3,2,2,3,6,4,2,3,1,3,4,3,3,1,3,1,2
1518,1,1,1,2,4,7,4,3,4,1,1,2,2,5,5,3,2,2,2
1525,1,3,1,2,4,4,4,4,1,1,1,2,1,5,3,1,1,1,2
1537,3,3,2,2,2,4,6,3,2,1,1,2,2,3,5,1,3,2,2
1539,3,1,3,2,4,4,5,6,1,2,1,2,5,5,3,5,4,1,2
1545,2,3,2,2,4,7,5,7,1,2,2,4,4,3,4,1,2,2,2
1558,1,2,2,2,4,7,4,4,2,2,1,5,3,3,3,5,3,1,2
1559,4,4,3,1,2,3,6,6,4,2,1,5,2,2,3,3,3,3,2
1561,4,1,2,1,3,5,6,5,3,1,1,2,1,2,3,1,1,3,2
1569,2,3,2,2,4,5,1,7,1,3,3,4,5,4,3,2,4,2,2
1570,3,3,2,2,2,4,1,1,1,3,1,3,2,5,3,5,4,1,2
1587,3,3,3,2,3,5,6,7,1,2,1,2,4,1,4,5,3,3,2
1602,2,3,2,2,2,3,4,6,2,1,1,2,3,2,3,1,4,3,2
1629,1,2,3,2,4,7,1,6,1,1,1,2,3,3,3,1,3,1,2
1647,2,1,3,2,3,4,4,1,1,3,1,2,4,5,4,3,5,3,2
1652,1,2,1,1,2,4,6,6,1,1,1,2,1,3,5,1,4,1,2
1656,4,3,1,2,4,2,7,5,6,1,3,4,2,2,4,5,3,2,2
1657,1,3,1,2,2,7,4,4,4,1,1,1,5,3,5,2,4,4,2
1659,1,3,3,2,4,5,6,4,1,3,3,4,2,3,3,1,4,3,2
1663,2,1,3,2,4,6,6,6,1,1,1,3,1,4,3,1,2,2,2
1675,1,3,1,1,2,4,5,4,3,2,1,3,3,4,3,1,4,2,2
1676,3,3,3,1,4,7,6,1,1,1,1,2,5,3,3,1,5,2,2
1681,2,3,2,2,3,4,6,6,1,1,4,1,2,2,3,3,2,2,2
1687,4,3,2,2,4,4,4,4,1,3,1,2,3,2,4,2,4,3,2
1694,1,2,1,1,3,4,6,2,1,1,1,1,1,1,3,3,3,1,2
1697,3,3,3,2,1,4,6,5,1,1,4,2,3,3,3,5,3,2,2
1700,2,2,2,1,2,4,6,5,5,2,2,2,2,2,3,2,5,1,2
1707,1,2,1,1,2,7,5,1,1,2,1,2,1,1,3,1,3,1,2
1714,2,3,2,2,4,6,6,6,2,2,1,2,5,2,3,1,2,3,2
1728,1,3,3,1,3,5,4,4,1,1,1,2,3,3,4,1,2,1,2
1736,4,3,2,2,1,5,7,5,3,2,3,2,1,3,5,1,3,2,2
1745,3,2,2,2,4,3,5,5,1,1,1,1,3,5,4,4,3,1,2
1749,1,3,3,2,2,6,6,6,1,1,1,5,3,3,4,1,5,1,2
1765,1,2,3,2,4,5,6,3,1,1,1,2,1,2,3,1,3,3,2
1767,1,2,3,1,4,4,4,1,1,2,1,4,2,3,3,1,3,2,2
1770,3,3,3,1,3,2,7,6,1,1,1,2,1,3,3,1,4,2,2
1790,2,3,3,2,2,4,6,2,1,1,1,2,3,3,5,1,2,3,2
1795,3,3,3,2,3,4,6,6,1,4,2,4,4,3,5,1,3,3,2
1796,3,3,2,1,4,5,5,3,1,1,1,3,1,3,4,1,2,3,2
1817,2,3,2,1,3,3,4,1,1,1,1,3,1,4,5,1,3,2,2
1823,3,3,1,2,4,3,5,3,3,2,3,2,1,4,3,1,2,1,2
1829,2,3,3,1,4,4,2,6,1,1,1,3,2,3,3,1,4,2,2
1832,2,3,3,2,3,4,5,4,2,1,1,2,2,4,3,5,4,1,2
1842,3,2,2,2,2,5,6,6,1,2,1,4,5,3,4,1,4,1,2
1843,2,4,3,2,1,4,6,4,4,4,1,2,1,4,3,1,3,2,2
1846,2,3,1,2,2,3,7,6,1,1,1,1,1,3,3,3,1,1,2
1854,3,3,3,2,2,6,6,4,1,3,1,1,4,4,3,5,4,3,2
1855,1,2,1,1,3,7,1,4,1,1,1,3,2,1,3,1,3,1,2
1857,1,3,3,2,4,5,6,4,6,3,1,4,3,3,5,1,4,2,2
1868,2,3,4,2,2,4,6,4,2,1,1,2,4,3,3,3,4,3,2
1889,4,1,3,2,3,7,6,7,1,2,2,4,5,3,5,1,3,1,2
1890,4,2,3,2,4,7,7,4,4,1,3,4,4,4,4,2,3,3,2
1892,1,3,3,2,2,3,6,6,1,2,1,2,2,3,5,1,3,3,2
1894,2,2,2,1,3,6,6,6,1,2,1,2,3,2,3,1,3,2,2
1902,3,3,2,1,2,3,5,6,1,1,1,2,3,2,5,1,3,1,2
1906,3,3,2,2,2,4,3,6,1,2,1,2,2,3,3,1,5,3,2
1922,3,1,3,2,2,5,1,5,1,2,1,2,4,3,5,5,2,2,2
1929,3,2,3,2,3,2,6,1,2,2,2,2,2,4,3,1,4,1,2
1951,2,3,2,2,3,6,7,7,1,1,3,2,3,3,3,1,3,1,2
1956,3,3,2,1,4,5,1,4,2,1,1,2,2,3,4,2,3,4,2
1961,1,2,2,2,4,4,4,7,1,2,1,2,3,3,5,3,3,3,2
1967,1,3,3,2,4,3,6,4,1,2,1,4,4,3,3,2,2,3,2
1980,1,3,3,2,2,3,6,6,1,2,4,2,2,5,4,2,3,1,2
1987,1,2,3,2,2,4,4,5,2,1,1,4,2,3,3,1,2,1,2
1991,3,2,2,1,2,5,4,7,1,3,1,2,1,2,3,1,3,3,2
1992,3,3,3,2,4,4,4,4,2,2,2,2,3,3,4,1,3,1,2
1993,4,2,3,2,4,5,2,6,1,1,1,4,5,5,4,1,2,1,2
2000,1,2,3,1,3,5,6,6,1,2,4,1,1,3,3,1,4,3,2
2002,3,2,1,2,2,4,6,4,1,2,1,2,3,4,3,5,3,1,2
2009,4,2,3,2,4,6,1,5,1,3,1,4,5,2,3,2,4,1,2
2010,3,4,3,2,3,4,4,4,1,1,2,4,5,2,4,1,4,2,2
2012,1,3,2,2,2,6,7,4,2,1,3,2,3,3,4,4,3,2,2
2026,1,2,2,1,3,5,6,6,1,1,1,2,1,2,4,1,4,1,2
2027,3,3,2,2,3,2,4,7,1,3,1,1,5,3,4,2,4,2,2
2056,3,3,4,2,2,5,4,4,1,2,1,3,3,4,3,2,2,2,2
2060,2,3,3,2,4,2,6,6,3,2,1,4,5,1,4,2,4,3,2
2063,2,4,3,2,4,6,6,6,1,1,1,2,3,3,3,5,3,1,2
2067,3,3,3,2,2,7,6,7,2,2,1,2,2,3,3,1,4,1,2
2077,3,3,3,2,3,5,6,6,1,2,2,1,3,4,5,2,2,3,2
2079,2,3,2,1,4,2,1,1,1,1,1,5,1,4,4,1,3,3,2
2083,4,3,3,2,2,5,4,1,2,1,1,4,2,3,3,1,3,3,2
2086,3,2,2,1,2,5,6,1,1,1,1,1,1,2,3,1,4,3,2
2089,1,3,1,1,2,4,6,6,1,2,1,2,2,1,4,1,2,2,2
2093,1,1,2,1,1,6,4,6,1,1,3,4,2,2,3,1,1,1,2
2106,2,2,3,1,3,7,6,1,1,1,2,4,2,3,5,1,2,2,2
2119,3,2,2,2,4,4,6,6,1,1,1,2,5,3,5,2,4,3,2
2153,2,3,2,1,4,5,6,2,1,4,1,2,1,3,3,1,2,2,2
2156,1,2,1,2,2,4,6,6,1,1,1,2,2,2,5,1,5,1,2
2167,3,3,2,2,4,4,4,4,2,3,1,2,4,3,5,1,3,2,2
2177,4,3,3,2,2,6,7,5,4,2,5,4,5,5,3,4,3,1,2
2181,1,2,3,1,1,4,1,6,1,1,1,2,3,4,3,2,4,2,2
2228,2,2,2,1,4,4,4,2,1,1,3,2,1,3,5,1,2,1,2
2235,2,3,3,2,2,6,6,6,1,1,1,2,1,5,5,1,5,3,2
2240,2,3,3,2,4,4,6,1,1,4,1,2,5,4,3,3,4,4,2
2249,2,4,3,1,3,5,6,6,2,3,1,4,2,1,4,1,2,2,2
2264,3,2,1,1,1,5,1,2,1,1,1,2,3,5,3,1,2,1,2
2317,3,3,3,2,2,2,6,6,1,2,1,2,5,3,4,1,3,2,2
2327,3,3,3,2,2,6,5,4,4,2,1,2,2,5,3,4,4,1,2
2337,4,3,2,2,4,4,4,4,2,1,2,1,5,3,5,2,4,3,2
2347,2,3,1,2,4,5,4,1,1,1,1,2,3,3,3,1,3,1,2
2358,1,2,1,2,1,3,6,5,1,2,1,1,4,3,3,1,3,2,2
2359,3,2,2,2,2,4,4,6,5,2,3,4,3,3,5,1,3,2,2
2368,1,3,1,1,3,4,6,6,1,1,2,2,4,2,4,2,4,2,2
2378,3,3,3,2,2,6,4,2,2,5,1,2,5,5,5,1,4,1,2
2415,3,3,3,2,2,3,5,6,4,2,3,2,4,3,3,2,5,1,2
2440,2,4,3,2,4,7,7,6,1,1,2,5,2,1,4,2,3,1,2
2458,1,3,3,2,4,6,1,5,1,2,1,2,2,5,4,5,5,2,2
2466,1,3,2,2,2,4,2,4,1,1,1,1,1,5,3,1,5,1,2
2484,4,3,2,2,3,4,4,6,1,2,1,2,5,4,3,5,4,2,2
2491,2,3,1,1,2,3,3,4,1,1,1,2,2,2,3,1,3,3,2
2495,1,3,1,1,4,4,4,3,1,1,1,1,1,4,5,3,3,1,2
2520,4,2,3,2,2,5,4,5,4,2,1,3,5,2,3,2,3,4,2
2521,3,4,3,2,4,6,4,4,1,1,1,1,3,4,4,5,4,2,2
2524,2,3,1,2,4,4,6,4,1,2,1,4,3,5,5,1,4,1,2
2545,2,3,1,1,2,3,6,4,2,2,1,2,5,1,3,5,3,2,2
2573,2,3,2,2,3,4,6,4,1,1,2,2,1,2,3,1,2,2,2
2582,1,3,3,2,2,3,6,6,1,2,1,2,1,2,3,1,1,1,2
2610,2,2,3,2,2,4,4,1,1,2,3,1,4,2,5,3,4,2,2
2619,2,3,2,2,2,4,6,2,2,2,3,2,5,2,3,1,3,1,2
2631,3,4,3,1,3,6,7,4,1,2,3,4,5,4,3,5,2,3,2
2640,2,3,2,2,2,2,4,4,1,5,1,4,5,3,3,2,3,2,2
2646,1,1,2,1,2,7,7,6,1,1,1,4,1,2,3,2,4,1,2
