,op4trust,tr3cgmnz,tr3bcraz,qfnrincr,q4samesm,op7gdevo,q7wwhhx,q7jbmmcc,q7mgcc,q5gveqaa,opincdif,opnucpol,stalllf,nofutr,sfmhdprs,op5happz,opnbmtcn,wllive,mempltgp
1039,3,2,2,2,2,5,4,4,4,3,4,4,3,3,3,1,3,2,2
1046,2,3,2,2,2,5,4,5,5,3,2,3,5,3,3,3,3,2,2
1052,2,3,2,2,4,5,7,7,3,3,4,3,3,3,3,3,3,2,2
1069,2,3,2,2,4,5,4,4,4,3,4,2,3,3,3,3,3,2,2
1074,2,3,2,2,3,4,5,7,2,3,3,3,2,3,3,2,3,2,2
1081,2,3,2,2,3,5,5,4,2,3,3,2,2,3,3,1,3,2,2
1082,2,2,2,2,2,3,4,4,3,2,3,2,3,3,3,3,3,2,2
1087,3,3,3,2,4,5,3,7,2,3,4,3,3,3,3,1,3,2,2
1092,3,2,2,2,2,3,4,4,3,3,4,2,3,3,3,2,3,2,2
1098,3,3,2,2,4,4,4,4,4,3,4,2,2,3,3,2,3,2,2
1105,3,2,2,2,3,4,4,5,4,3,3,2,3,3,3,3,3,2,2
1106,3,2,2,2,4,3,4,4,4,3,3,2,3,3,3,3,3,2,2
1107,3,3,2,2,3,3,4,4,4,3,4,4,3,3,3,2,3,2,2
1137,2,3,2,2,4,3,4,4,4,3,3,3,3,3,4,3,3,2,2
1142,3,2,3,2,2,3,4,4,4,2,3,3,3,3,3,4,3,2,2
1150,2,3,2,2,2,3,4,5,3,2,3,3,3,3,3,3,3,2,2
1151,3,3,3,2,4,3,4,4,4,3,4,3,3,3,5,3,3,2,2
1156,3,3,3,2,3,3,4,4,4,3,4,2,4,3,3,3,3,2,2
1168,2,3,2,2,2,5,4,4,4,3,4,3,3,3,3,2,3,2,2
1171,2,3,2,2,2,3,5,7,3,3,4,2,3,3,3,2,2,2,2
1174,3,3,3,2,3,3,7,7,4,3,3,3,3,3,3,3,3,2,2
1180,3,3,2,2,2,3,4,4,4,3,3,2,3,3,3,3,3,2,2
1186,3,4,4,2,2,4,4,4,4,3,4,2,2,3,3,2,3,2,2
1187,2,2,2,2,2,3,4,4,4,3,3,2,3,3,3,2,3,2,2
1188,3,3,4,2,4,3,4,4,4,3,4,2,3,3,5,2,3,2,2
1192,2,3,2,2,3,3,5,5,3,3,3,2,3,3,3,1,3,2,2
1208,3,3,2,2,3,3,4,4,4,3,4,3,2,3,3,2,3,2,2
1215,2,3,2,2,3,5,7,4,4,3,3,3,2,3,3,2,3,2,2
1219,3,3,2,2,3,3,6,7,2,3,3,3,2,3,3,1,3,2,2
1237,3,3,2,2,3,3,4,4,4,3,3,2,3,3,3,1,3,2,2
1266,3,3,2,2,2,3,4,4,4,3,4,2,2,3,3,2,3,2,2
1268,2,2,2,2,2,4,4,5,3,2,3,2,2,3,3,1,3,2,2
1278,3,3,3,2,3,3,5,4,3,2,3,3,3,3,3,2,3,2,2
1281,2,3,2,2,3,3,5,4,3,3,3,3,2,3,3,2,3,2,2
1285,2,2,3,2,3,3,5,4,4,3,4,2,3,3,3,3,3,2,2
1289,3,3,3,2,3,3,6,7,3,3,3,3,3,3,3,3,3,2,2
1295,2,3,2,2,3,5,3,4,3,3,3,2,2,3,3,3,3,2,2
1307,3,2,2,2,3,3,6,5,3,3,4,2,3,3,3,2,2,2,2
1321,2,2,2,2,3,3,4,4,4,3,4,2,2,3,3,1,3,2,2
1339,3,3,3,2,3,3,7,7,4,3,4,2,3,3,3,3,3,2,2
1346,2,3,2,2,2,5,4,4,3,2,3,2,2,3,3,2,3,2,2
1393,2,3,2,2,2,4,4,4,4,3,4,2,3,3,3,1,3,2,2
1396,3,3,2,2,3,3,4,4,3,3,4,3,3,3,3,2,3,2,2
1398,2,3,3,2,2,4,7,4,4,3,4,2,3,3,5,3,3,2,2
1413,3,3,2,2,2,3,4,4,4,3,3,2,3,3,3,3,3,2,2
1421,3,3,3,2,2,3,4,4,3,3,4,3,3,3,3,3,3,2,2
1424,3,3,2,2,3,3,5,4,5,3,3,4,3,3,3,3,3,2,2
1427,2,2,2,2,3,3,4,4,3,2,3,2,3,3,3,2,3,2,2
1434,3,3,2,2,4,3,4,6,4,3,4,2,3,3,3,3,3,2,2
1449,3,2,2,2,3,3,4,7,4,3,3,2,3,3,3,3,3,2,2
1518,2,3,2,2,3,3,7,7,4,3,3,2,2,3,3,2,3,2,2
1525,3,3,2,2,3,3,5,4,3,3,3,3,3,3,3,3,3,2,2
1537,3,3,3,2,4,5,4,4,4,3,4,3,3,3,3,2,3,2,2
1539,3,3,3,2,3,3,4,5,4,3,3,2,2,3,3,2,3,2,2
1545,2,4,2,2,4,3,4,4,4,3,4,4,1,3,3,1,3,2,2
1558,3,2,2,2,3,3,4,4,4,3,4,3,3,3,3,3,3,2,2
1559,2,2,3,2,2,3,7,4,4,3,4,2,3,3,3,3,3,2,2
1561,2,2,2,2,3,5,5,4,3,2,3,3,2,3,3,3,3,2,2
1569,2,3,2,2,4,3,4,7,4,3,4,3,3,3,5,2,3,2,2
1570,3,3,2,2,3,3,4,4,4,3,4,2,3,3,3,2,3,2,2
1587,3,2,3,2,3,3,4,4,4,3,4,3,3,3,3,3,3,2,2
1602,2,3,2,2,4,3,4,4,4,3,4,3,3,3,3,2,3,2,2
1629,2,3,3,2,2,3,4,4,4,3,4,3,3,3,5,3,3,2,2
1647,2,3,2,2,2,5,4,4,3,3,3,2,2,3,3,2,3,2,2
1652,2,3,2,2,3,5,5,4,3,2,3,3,3,3,3,2,3,2,2
1656,2,3,2,2,3,4,4,4,4,3,4,2,3,3,4,2,3,2,2
1657,3,2,3,2,3,3,4,5,4,3,3,3,2,3,4,2,3,2,2
1659,3,2,2,2,4,4,4,4,4,3,4,2,2,3,3,2,3,2,2
1663,2,3,2,2,2,3,4,4,4,3,3,2,3,3,3,3,3,2,2
1675,3,4,2,2,2,5,4,4,4,3,3,2,3,3,3,3,3,2,2
1676,3,3,2,2,4,3,4,4,4,3,4,3,3,3,3,4,3,2,2
1681,2,3,2,2,2,3,3,4,3,3,3,2,2,3,3,2,3,2,2
1687,3,2,2,2,2,3,7,4,4,3,3,3,3,3,3,2,3,2,2
1694,2,3,2,2,3,5,4,4,3,3,3,2,3,3,3,2,3,2,2
1697,2,3,3,2,4,4,6,4,4,3,4,2,1,3,3,1,3,2,2
1700,3,2,3,2,2,5,5,4,5,3,4,2,2,3,3,1,3,2,2
1707,2,3,2,2,4,5,7,7,3,2,3,2,4,3,5,3,3,2,2
1714,3,3,2,2,3,3,4,4,4,3,4,2,2,3,3,3,3,2,2
1728,2,2,2,2,2,5,4,4,4,3,4,2,3,3,3,1,3,2,2
1736,2,2,2,2,2,4,7,7,3,3,4,3,2,3,3,1,3,2,2
1745,3,3,2,2,3,4,4,4,3,3,3,3,3,3,5,2,3,2,2
1749,3,3,3,2,4,5,4,4,4,3,4,3,3,3,5,3,3,2,2
1765,3,2,2,2,2,5,4,4,4,2,3,3,3,3,3,3,3,2,2
1767,2,2,2,2,3,3,4,4,4,3,4,2,2,3,4,2,3,2,2
1770,2,3,3,2,4,3,4,4,4,3,4,2,2,3,3,3,3,2,2
1790,3,3,3,2,3,3,4,4,3,3,3,3,3,3,4,3,3,2,2
1795,3,2,2,2,3,3,3,4,3,3,3,3,2,3,3,2,3,2,2
1796,3,2,2,2,2,3,4,4,4,3,4,3,3,3,3,3,3,2,2
1817,2,3,2,2,2,5,4,4,3,2,3,2,3,3,3,1,3,2,2
1823,2,2,2,2,2,4,4,4,3,3,3,3,3,3,3,1,3,2,2
1829,2,2,2,2,2,3,3,4,3,2,3,2,2,3,3,3,3,2,2
1832,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2
1842,3,3,2,2,4,3,4,4,3,3,4,2,3,3,3,3,3,2,2
1843,3,3,2,2,2,3,3,4,3,3,3,2,3,3,3,3,3,2,2
1846,3,3,2,2,3,3,4,4,3,2,3,3,2,3,3,2,3,2,2
1854,3,3,2,2,3,5,4,7,5,3,4,2,3,3,4,3,3,2,2
1855,2,2,2,2,2,4,7,4,4,3,3,2,3,3,3,2,3,2,2
1857,2,3,3,2,2,4,4,4,4,3,4,4,2,3,3,1,3,2,2
1868,2,2,2,2,2,4,4,4,3,3,3,3,2,3,3,2,3,2,2
1889,3,4,3,2,3,3,5,7,3,3,4,3,3,3,5,3,3,2,2
1890,3,4,3,2,2,3,4,4,4,3,4,2,3,3,3,3,3,2,2
1892,2,3,2,2,2,4,4,4,4,3,3,2,3,3,3,3,3,2,2
1894,3,3,2,2,2,5,4,4,4,3,4,2,3,3,3,3,3,2,2
1902,3,3,2,2,4,5,4,4,4,3,3,2,3,3,3,3,3,2,2
1906,2,3,2,2,2,3,7,7,3,3,3,2,3,3,3,1,3,2,2
1922,2,3,2,2,2,4,4,6,2,3,2,2,3,3,3,3,3,2,2
1929,2,2,3,2,4,4,4,4,4,3,4,2,3,3,3,3,3,2,2
1951,2,3,2,2,2,3,4,4,3,2,3,3,3,3,3,3,3,2,2
1956,2,3,2,2,2,4,4,4,3,2,3,3,1,3,3,2,2,2,2
1961,3,3,3,2,4,3,5,7,3,3,4,2,3,3,3,3,3,2,2
1967,3,3,2,2,2,4,4,4,3,2,3,2,3,3,3,3,3,2,2
1980,3,3,2,2,2,5,5,4,5,3,3,2,3,3,3,2,3,2,2
1987,2,3,2,2,2,4,4,4,4,3,4,3,2,3,3,2,3,2,2
1991,3,3,3,2,2,5,7,4,4,3,3,3,3,3,3,3,3,2,2
1992,2,3,2,2,3,5,5,4,3,3,3,3,5,3,3,5,3,2,2
1993,3,3,3,2,3,3,4,7,4,3,3,3,3,3,3,2,3,1,2
2000,3,3,2,2,3,3,4,4,4,3,4,2,3,3,3,4,3,2,2
2002,2,3,3,2,4,3,4,4,4,3,3,2,3,3,3,3,3,2,2
2009,2,3,3,2,4,4,7,7,3,3,4,2,2,3,5,3,3,2,2
2010,2,4,2,2,4,3,7,7,4,3,4,3,3,3,5,4,3,2,2
2012,2,2,2,2,3,3,4,4,4,3,4,2,2,3,3,2,3,2,2
2026,2,3,2,2,3,5,7,4,3,2,3,2,3,3,3,1,3,2,2
2027,3,3,2,2,3,3,5,5,3,2,3,3,3,3,3,2,3,2,2
2056,3,3,2,2,4,3,7,4,4,3,3,4,3,3,3,2,3,2,2
2060,3,3,3,2,4,5,6,4,5,3,4,3,3,3,4,2,3,2,2
2063,2,3,2,2,3,4,4,4,3,3,3,2,2,3,4,1,3,2,2
2067,3,3,3,2,4,3,6,7,5,3,4,2,2,5,3,1,3,2,2
2077,2,3,2,2,2,5,4,4,5,2,3,3,5,3,3,3,3,2,2
2079,2,3,2,2,2,5,7,4,3,3,3,2,2,3,3,2,3,2,2
2083,3,2,2,2,2,3,4,4,4,2,3,3,3,3,3,3,3,2,2
2086,2,3,2,2,2,3,4,4,4,2,3,2,3,3,3,3,3,2,2
2089,2,2,2,2,3,3,4,7,3,3,4,2,3,3,3,3,3,2,2
2093,3,3,2,2,3,5,4,4,4,3,3,2,3,3,5,3,3,2,2
2106,3,3,2,2,4,3,5,7,2,3,4,3,3,3,3,2,3,2,2
2119,3,2,3,2,3,4,3,4,3,2,3,3,1,3,3,1,2,2,2
2153,2,3,2,2,2,4,3,5,3,2,3,2,2,3,3,2,3,2,2
2156,3,2,3,2,2,3,4,4,3,2,3,3,3,3,3,3,3,2,2
2167,3,3,2,2,2,3,5,7,4,3,3,3,2,3,5,2,3,2,2
2177,3,3,3,2,4,4,5,7,5,3,4,2,5,3,3,2,3,2,2
2181,3,2,2,2,3,4,4,4,4,3,3,2,3,3,3,4,3,2,2
2228,3,3,3,2,3,3,5,7,5,3,3,3,3,3,3,3,3,2,2
2235,2,2,3,2,3,3,5,4,4,3,4,2,3,3,3,2,3,2,2
2240,3,3,3,2,4,4,7,4,7,3,3,4,3,3,3,3,3,2,2
2249,2,3,2,2,2,5,4,4,4,3,3,2,3,3,3,3,3,2,2
2264,2,2,2,2,2,3,4,4,3,3,3,2,3,3,3,3,3,2,2
2317,3,3,4,2,2,5,7,4,3,3,4,3,3,3,3,2,3,2,2
2327,2,2,2,2,2,5,4,4,3,2,3,3,2,3,3,2,3,2,2
2337,3,3,3,2,3,4,4,4,4,3,4,3,3,3,3,3,3,2,2
2347,2,3,3,2,3,3,4,7,3,3,3,3,2,3,3,2,3,2,2
2358,3,3,2,2,4,3,4,4,4,3,4,2,3,3,3,3,3,2,2
2359,2,3,3,2,2,4,4,4,3,3,3,2,2,3,3,3,3,2,2
2368,2,2,2,2,2,5,4,4,4,2,3,2,1,3,3,1,3,2,2
2378,3,4,3,2,4,3,4,4,4,3,4,4,3,3,3,3,3,2,2
2415,3,3,2,2,2,5,5,5,3,2,3,2,3,3,3,3,3,2,2
2440,2,3,3,2,4,4,4,4,4,3,4,4,3,3,3,3,3,2,2
2458,2,2,3,2,3,3,5,5,4,3,3,3,2,3,3,2,3,2,2
2466,3,4,2,2,3,5,5,4,3,3,3,2,3,3,3,3,3,2,2
2484,3,3,2,2,2,3,4,4,4,3,4,2,2,3,3,2,3,2,2
2491,2,2,2,2,2,3,5,4,4,3,3,2,2,3,3,2,3,2,2
2495,3,3,2,2,3,4,7,7,4,3,4,2,3,5,3,3,3,2,2
2520,2,3,3,2,3,5,4,4,4,3,4,2,2,3,3,2,3,2,2
2521,2,3,2,2,4,3,4,4,4,3,4,2,3,3,5,3,3,2,2
2524,3,4,2,2,4,3,4,4,4,3,4,2,3,3,3,3,3,2,2
2545,3,3,3,2,4,3,4,4,4,3,4,3,3,3,5,3,3,2,2
2573,2,3,3,2,2,5,4,4,4,3,4,3,3,3,3,1,3,2,2
2582,3,3,2,2,3,5,7,7,5,3,2,2,2,3,3,3,3,2,2
2610,3,2,2,2,3,3,4,4,4,3,4,2,3,3,3,3,3,2,2
2619,2,3,2,2,3,3,4,7,3,3,4,3,3,3,3,3,3,2,2
2631,3,3,2,2,4,3,4,4,4,3,4,2,3,3,3,1,3,2,2
2640,2,2,2,2,2,5,4,4,4,3,4,2,2,3,3,2,3,2,2
2646,3,3,2,2,3,4,5,5,3,3,3,2,2,3,4,2,3,2,2
