,op4trust,tr3cgmnz,tr3bcraz,qfnrincr,q4samesm,op7gdevo,q7wwhhx,q7jbmmcc,q7mgcc,q5gveqaa,opincdif,opnucpol,stalllf,nofutr,sfmhdprs,op5happz,opnbmtcn,wllive,mempltgp
63,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
64,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
65,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
66,2,2,2,2,2,6,6,6,6,2,4,4,2,4,3,2,2,2,2
67,1,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
68,2,2,2,2,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
69,2,2,2,2,2,5,6,6,2,2,3,4,2,4,3,2,2,2,2
70,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,1,2
71,1,2,2,2,2,6,6,6,6,2,4,2,2,4,2,2,2,2,2
72,1,2,2,1,1,6,6,6,6,2,4,4,2,4,3,2,3,1,2
73,2,2,2,2,2,6,6,6,6,2,4,4,2,4,3,2,3,2,2
74,2,2,2,2,2,5,5,5,5,2,4,4,2,4,2,2,2,2,2
75,1,2,2,1,2,6,6,6,6,2,4,3,4,4,3,2,2,1,2
76,1,2,2,1,1,5,6,6,6,2,4,3,3,4,3,2,3,3,2
77,1,2,2,1,2,5,6,6,6,2,4,3,2,4,3,2,2,2,2
78,1,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
79,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
80,2,2,2,2,2,5,6,6,5,2,4,3,2,4,3,2,3,2,2
81,1,2,2,2,2,6,6,6,6,2,4,4,2,4,3,2,3,1,2
82,2,2,2,2,2,5,6,6,5,2,2,4,2,2,2,2,2,2,2
83,2,2,2,1,2,4,6,6,6,2,4,4,2,4,2,2,2,2,2
84,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
85,1,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,3,2,2
86,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
87,2,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,3,3,2
88,1,2,2,2,2,5,6,6,6,2,4,4,2,4,3,2,2,2,2
89,1,2,2,1,2,5,6,6,5,2,4,3,3,4,3,2,3,3,2
90,1,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
91,2,2,2,2,2,5,6,6,5,2,3,3,2,3,3,2,2,2,2
92,2,2,2,2,2,5,6,6,5,2,4,4,2,4,3,2,3,2,2
93,1,2,2,2,2,5,6,6,5,2,4,2,2,4,3,2,2,2,2
94,1,2,2,1,1,5,6,6,5,2,4,4,3,4,3,2,3,3,2
95,1,2,2,2,2,5,6,6,6,2,4,2,2,4,2,2,2,1,2
96,1,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
97,2,2,2,2,2,5,6,6,5,2,4,3,2,4,2,2,2,2,2
98,2,2,2,2,2,6,6,6,6,2,4,4,2,4,3,2,2,2,2
99,2,2,2,1,2,5,6,6,6,2,4,2,2,4,2,2,2,2,2
100,1,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
101,1,2,2,1,2,5,6,6,6,2,4,4,3,4,3,2,3,2,2
102,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
103,1,2,2,2,2,6,6,6,2,2,4,4,2,4,2,2,2,2,2
104,1,2,2,1,2,5,6,6,6,2,4,2,2,4,3,2,3,2,2
105,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
106,1,2,2,1,2,5,6,6,6,2,4,4,2,4,3,2,2,2,2
107,2,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,3,2,2
108,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
109,2,2,2,2,2,5,6,6,5,2,2,2,2,2,2,2,2,2,2
110,2,2,2,2,2,6,6,6,6,2,2,2,2,4,2,2,2,2,2
111,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
112,1,2,2,2,4,6,6,6,6,2,4,4,4,4,4,2,4,1,2
113,2,2,2,2,2,6,6,6,2,2,2,3,2,2,2,2,2,2,2
114,1,2,2,1,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
115,1,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
116,2,2,2,2,2,5,6,6,5,2,4,3,2,4,2,2,2,2,2
117,1,2,2,1,1,5,6,6,6,2,4,4,2,4,3,2,2,1,2
118,1,2,2,1,2,5,6,6,5,2,4,3,3,4,2,2,3,3,2
119,2,2,2,2,2,5,6,6,5,2,3,2,2,4,3,2,2,2,2
120,2,2,2,2,2,5,5,5,5,2,4,4,2,4,3,2,2,2,2
121,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
122,2,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
123,2,2,2,2,2,6,6,6,6,2,4,4,2,4,3,2,2,2,2
124,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
125,2,2,2,1,2,5,6,6,6,2,4,3,2,4,3,2,2,2,2
126,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
127,1,2,2,1,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
128,2,2,2,1,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
129,2,2,2,1,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
130,2,2,2,1,2,5,6,6,5,2,4,3,2,4,3,2,2,2,2
131,2,2,2,2,2,6,6,6,6,2,3,3,2,4,3,2,3,2,2
132,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
133,2,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,3,2,2
134,1,2,2,2,2,5,6,6,5,2,4,3,2,4,3,2,2,2,2
135,1,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
136,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
137,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
138,2,2,2,2,2,5,6,6,5,2,3,4,2,4,3,2,2,2,2
139,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
140,2,2,2,2,2,5,6,6,5,2,2,2,2,4,2,2,2,2,2
141,2,2,2,2,2,5,6,6,5,2,4,4,2,4,3,2,3,2,2
142,2,2,2,1,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
143,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
144,2,2,2,2,2,5,6,6,5,2,4,3,2,4,3,2,2,2,2
145,1,2,2,2,3,5,6,6,6,2,4,4,4,4,3,2,3,3,2
146,1,2,2,1,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
147,1,2,2,1,1,5,6,6,5,2,4,4,3,4,3,2,3,3,2
148,1,2,2,2,2,5,6,6,6,2,4,4,2,4,3,2,2,2,2
149,2,2,2,2,2,5,6,6,2,2,4,4,2,4,3,2,2,2,2
150,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
151,1,2,2,2,2,5,6,6,5,2,4,2,2,4,3,2,2,2,2
152,1,2,2,1,1,5,6,6,6,2,4,3,3,4,3,2,3,3,2
153,2,2,2,2,2,5,6,6,5,2,2,3,2,4,2,2,2,2,2
154,2,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
155,2,2,2,2,2,5,6,6,6,2,4,4,2,4,3,2,2,2,2
156,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
157,2,2,2,2,2,5,6,6,5,2,4,3,2,4,3,2,2,2,2
158,2,2,2,1,2,5,6,6,5,2,4,3,2,4,3,2,2,2,2
159,2,2,2,2,2,6,6,6,5,2,4,4,2,4,3,2,3,3,2
160,2,2,2,2,2,6,6,6,6,2,4,4,2,4,3,2,2,2,2
161,1,2,2,1,2,5,6,6,5,2,4,3,2,4,2,2,2,2,2
162,1,2,2,1,2,5,6,6,5,2,4,3,3,4,3,2,3,1,2
163,1,2,2,1,1,5,6,6,5,2,4,4,2,4,3,2,2,1,2
164,1,2,2,2,4,6,6,6,6,2,4,4,2,4,2,2,2,2,2
165,1,2,2,1,2,5,6,6,6,2,4,3,2,4,3,2,3,1,2
166,2,2,2,2,2,5,6,6,5,2,4,3,2,4,3,2,2,2,2
167,1,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,3,2,2
168,2,2,2,2,2,5,6,6,5,2,4,2,2,4,3,2,2,2,2
169,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,1,2
170,2,2,2,2,2,5,6,6,6,2,4,4,2,4,3,2,3,3,2
171,1,2,2,2,2,5,6,6,6,2,4,2,2,4,2,2,2,2,2
172,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,3,2,2
173,2,2,2,2,2,6,6,6,6,2,4,4,2,4,3,2,2,2,2
174,1,2,2,1,2,5,6,6,5,2,4,2,2,4,3,2,2,2,2
175,1,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
176,1,2,2,1,2,5,6,6,6,2,4,3,3,4,3,2,3,1,2
177,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
178,2,2,2,2,2,5,6,6,6,2,4,2,2,4,3,2,2,2,2
179,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
180,2,2,2,2,2,6,6,6,6,2,2,4,2,4,2,2,2,2,2
181,2,2,2,2,2,6,6,6,6,2,4,4,4,4,2,2,2,2,2
182,1,2,2,2,2,6,6,6,6,2,4,3,2,4,2,2,2,2,2
183,1,2,2,2,1,6,6,6,6,2,4,4,2,4,3,2,3,1,2
184,2,2,2,2,2,5,6,6,6,2,4,2,2,4,2,2,2,2,2
185,2,2,2,2,4,5,6,6,6,2,4,4,2,4,2,2,2,2,2
186,1,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
187,1,2,2,1,2,5,6,6,5,2,4,3,2,4,2,2,2,1,2
188,2,2,2,2,2,5,6,6,5,2,4,4,3,4,3,2,3,2,2
189,2,2,2,1,2,5,6,6,5,2,3,3,2,4,2,2,2,2,2
190,2,2,2,2,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
191,1,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
192,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,1,2
193,2,2,2,2,2,5,6,6,6,2,4,2,2,4,3,2,2,2,2
194,1,2,2,1,2,5,6,6,5,2,4,3,2,4,3,2,3,1,2
195,2,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
196,2,2,2,2,2,5,6,6,5,2,3,2,2,4,3,2,2,2,2
197,1,2,2,2,2,5,6,6,5,2,4,2,2,4,3,2,2,2,2
198,1,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
199,1,2,2,1,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
200,1,2,2,1,2,5,6,6,5,2,4,3,3,4,3,2,3,2,2
201,2,2,2,2,2,6,6,6,6,2,2,4,2,4,2,2,2,2,2
202,2,2,2,2,2,5,6,6,5,2,2,3,2,2,2,2,2,2,2
203,2,2,2,2,2,5,6,6,5,2,2,2,2,3,3,2,2,2,2
204,1,2,2,1,1,5,6,6,5,2,4,4,2,4,2,2,2,2,2
205,1,2,2,2,2,6,6,6,6,2,4,4,4,4,2,2,2,2,2
206,3,2,3,2,2,5,6,6,5,2,4,4,3,4,3,2,3,3,2
207,2,2,2,1,2,5,6,6,5,2,2,2,2,2,2,2,2,2,2
208,2,2,2,1,2,5,6,6,6,2,4,3,2,4,3,2,2,2,2
209,2,2,2,2,2,6,6,6,6,2,3,2,2,3,3,2,2,2,2
210,2,2,2,2,2,5,6,6,5,2,3,4,2,4,3,2,2,2,2
211,1,2,2,2,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
212,2,2,2,2,2,6,6,6,6,2,4,4,2,4,3,2,2,2,2
213,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
214,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,3,2,2
215,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
216,2,2,2,2,2,5,6,6,5,2,4,3,2,4,2,2,2,2,2
217,1,2,2,2,2,6,6,6,6,2,4,4,2,4,3,2,2,1,2
218,1,2,2,1,2,5,6,6,5,2,4,4,2,4,2,2,2,1,2
219,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,3,2,2
220,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
221,1,2,2,2,2,6,6,6,6,2,4,3,2,4,3,2,2,2,2
222,1,2,2,1,2,5,6,6,5,2,4,3,2,4,3,2,3,1,2
223,1,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
224,1,2,2,2,2,5,6,6,6,2,4,3,2,4,3,2,3,3,2
225,1,2,2,1,1,5,6,6,5,2,4,3,3,4,3,2,3,3,2
226,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
227,1,2,2,2,2,5,6,6,6,2,4,4,2,4,3,2,2,2,2
228,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
229,2,2,2,2,2,5,6,6,5,2,3,3,2,4,3,2,3,2,2
230,1,2,2,1,2,6,6,6,6,2,4,3,2,4,3,2,2,1,2
231,2,2,2,2,2,5,6,6,5,2,3,2,2,4,3,2,2,2,2
232,2,2,2,1,2,5,6,6,5,2,4,3,3,4,3,2,3,2,2
233,1,2,2,2,2,5,6,6,5,2,4,2,2,4,3,2,2,2,2
234,3,2,2,1,2,5,6,6,3,3,4,3,2,4,3,2,3,2,2
235,2,2,2,1,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
236,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
237,1,2,2,1,2,5,6,6,6,2,4,2,2,4,3,2,2,2,2
238,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
239,1,2,2,2,4,6,6,6,6,2,4,3,2,4,3,2,3,1,2
240,2,2,2,2,2,5,6,6,5,2,4,2,2,4,3,2,2,2,2
241,2,2,2,2,2,5,6,6,5,2,4,4,2,4,3,2,3,2,2
242,2,2,2,2,2,6,6,6,6,2,4,4,4,4,2,2,2,2,2
243,1,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
244,1,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
245,2,2,2,2,2,5,6,6,2,2,2,2,2,4,3,2,2,2,2
246,2,2,2,2,2,5,6,6,5,2,2,2,2,2,2,2,2,2,2
247,1,2,2,2,2,5,6,6,2,2,4,4,2,4,2,2,2,2,2
248,1,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,3,2,2
249,1,2,2,1,1,5,5,5,5,2,4,4,4,4,3,2,3,1,2
250,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
251,2,2,2,2,2,6,6,6,6,2,4,4,4,4,3,2,2,2,2
252,1,2,2,2,2,6,6,6,6,2,4,2,2,4,2,2,2,2,2
253,1,2,2,2,2,5,5,5,5,2,4,4,2,4,2,2,3,2,2
254,1,2,2,2,2,6,6,6,6,2,4,4,2,4,3,2,2,2,2
255,2,2,2,2,2,6,6,6,6,2,4,4,4,4,2,2,2,2,2
256,2,2,2,1,2,6,6,6,6,2,4,4,2,4,3,2,2,2,2
257,1,2,2,2,2,5,6,6,6,2,4,4,2,4,3,2,2,2,2
258,1,2,2,2,2,5,6,6,5,2,4,3,2,4,3,2,2,2,2
259,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
260,2,2,2,2,2,5,6,6,5,2,4,2,2,4,3,2,2,2,2
261,2,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
262,1,2,2,1,2,5,6,6,6,2,4,3,2,4,3,2,2,2,2
263,1,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
264,1,2,2,1,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
265,2,2,2,2,2,6,6,6,2,2,4,4,2,4,3,2,2,2,2
266,1,2,2,1,1,6,6,6,6,2,4,3,2,4,3,2,1,1,2
267,2,2,2,2,2,5,6,6,2,2,2,2,2,2,2,2,2,2,2
268,2,2,2,1,2,6,6,6,5,2,4,3,2,4,3,2,2,2,2
269,1,2,2,2,2,5,6,6,6,2,4,3,2,4,2,2,2,2,2
270,2,2,2,2,2,5,6,6,2,2,4,2,2,4,3,2,2,2,2
271,1,2,2,1,1,5,6,6,6,2,4,3,2,4,3,2,1,1,2
272,2,2,2,2,2,5,6,6,6,2,4,3,3,4,3,2,2,2,2
273,2,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
274,2,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
275,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
276,1,2,2,2,2,5,6,6,6,2,4,4,2,4,3,2,3,2,2
277,2,2,2,2,2,5,6,6,6,2,4,2,2,4,3,2,2,2,2
278,2,2,2,2,2,5,6,6,2,2,4,2,2,4,2,2,2,2,2
279,2,2,2,2,2,6,6,6,6,2,4,4,4,4,2,2,2,2,2
280,1,2,2,2,2,5,6,6,5,2,3,3,2,4,3,2,2,2,2
281,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
282,2,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
283,1,2,2,1,2,5,6,6,5,2,4,4,2,4,3,2,2,1,2
284,1,2,2,2,1,5,6,6,5,2,4,3,2,4,3,2,2,2,2
285,2,2,2,2,2,5,6,6,5,2,4,4,3,4,3,2,2,2,2
286,1,2,2,2,2,5,6,6,6,2,4,2,2,4,2,2,3,2,2
287,2,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
288,1,2,2,1,2,5,6,6,6,2,4,2,2,4,3,2,2,2,2
289,2,2,2,2,2,5,6,6,5,2,2,4,2,4,2,2,2,2,2
290,2,2,2,2,2,5,6,6,6,2,4,2,2,4,3,2,2,2,2
291,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
292,2,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
293,1,2,2,1,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
294,2,2,2,1,2,5,6,6,2,2,4,2,2,4,2,2,2,2,2
295,1,2,2,2,2,5,6,6,6,2,4,4,4,4,2,2,2,2,2
296,1,2,2,1,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
297,1,2,2,2,2,5,6,6,6,2,4,3,2,4,3,2,2,2,2
298,1,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
299,2,2,2,2,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
300,2,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
301,1,2,2,2,2,5,6,6,4,2,4,4,4,4,3,2,3,2,2
302,2,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
303,2,2,2,2,2,5,6,6,6,2,4,3,2,4,3,2,3,2,2
304,2,2,2,2,2,6,6,6,6,2,4,3,2,4,3,2,2,2,2
305,2,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
306,2,2,2,2,2,5,6,6,5,2,2,3,2,4,3,2,2,2,2
307,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
308,2,2,2,2,2,5,6,6,5,2,2,2,2,4,2,2,2,2,2
309,1,2,2,2,2,5,6,6,6,2,4,2,2,4,2,2,2,2,2
310,1,2,2,1,2,4,6,6,6,2,4,3,3,4,3,2,3,3,2
311,1,2,2,1,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
312,1,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
313,2,2,2,2,2,5,6,6,5,2,4,4,2,4,3,2,2,2,2
314,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
315,1,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
316,1,2,2,1,1,5,6,6,5,2,4,3,2,4,3,2,3,1,2
317,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
318,1,2,2,1,2,5,6,6,5,2,4,4,3,4,2,2,3,3,2
319,1,2,2,2,2,5,6,6,5,2,4,3,2,4,3,2,2,2,2
320,1,2,2,1,2,5,6,6,6,2,4,3,2,4,3,2,2,1,2
321,1,2,2,1,1,5,6,6,6,2,4,3,2,4,3,2,3,1,2
322,2,2,2,1,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
323,2,2,2,2,2,5,6,6,6,2,4,4,2,4,2,2,2,2,2
324,2,2,2,2,2,5,6,6,5,2,4,2,2,4,3,2,3,3,2
325,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
326,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
327,1,2,2,1,1,5,6,6,6,2,4,3,2,4,3,2,3,1,2
328,1,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
329,2,2,2,2,2,5,6,6,5,2,2,3,2,4,2,2,2,2,2
330,1,2,2,1,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
331,1,2,2,2,2,5,6,6,5,2,4,2,2,4,2,2,2,2,2
332,2,2,2,2,2,5,6,6,6,2,2,2,2,2,2,2,2,2,2
333,1,2,2,1,2,5,6,6,5,2,4,3,3,4,3,2,3,3,2
334,2,2,2,2,2,5,6,6,5,2,4,3,2,4,3,2,2,2,2
335,2,2,2,2,2,5,6,6,5,2,4,4,2,4,2,2,2,2,2
336,1,2,2,2,2,5,6,6,5,2,4,2,2,4,3,2,2,2,2
337,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
338,1,2,2,2,1,5,5,5,5,2,4,4,2,4,3,2,3,1,2
339,2,2,2,2,2,6,6,6,6,2,4,4,2,4,2,2,2,2,2
340,1,2,2,1,2,5,6,6,5,2,4,3,2,4,3,2,2,1,2
341,1,2,2,1,2,5,6,6,5,2,4,3,3,4,3,2,3,3,2
342,2,2,2,2,2,6,6,6,6,2,3,4,2,4,2,2,2,2,2
